Country,ds,y_tst,yhat,level_1,adjustment_Forecasts_test,final_prediction
Philippines,2014-01-01,71.2,74.67824705298692,2.0,-1.442530997393673,73.23571605559324
Qatar,2014-01-01,79.8,74.67824705298692,2.0,3.1415008199869034,77.81974787297382
Reunion,2014-01-01,81.0,74.67824705298692,2.0,6.10310749068268,80.7813545436696
Russia,2014-01-01,71.6,74.67824705298692,2.0,-8.341504990745639,66.33674206224129
Saint Kitts and Nevis,2014-01-01,71.0,74.67824705298692,2.0,-0.5480832215884774,74.13016383139845
Saint Lucia,2014-01-01,72.9,74.67824705298692,2.0,-2.9317828734481655,71.74646417953875
Saint Vincent and the Grenadines,2014-01-01,74.5,74.67824705298692,2.0,-2.4274196302661784,72.25082742272075
Samoa,2014-01-01,72.5,74.67824705298692,2.0,-1.2138274423333633,73.46441961065355
Saudi Arabia,2014-01-01,76.8,74.67824705298692,2.0,4.664510974604013,79.34275802759093
Seychelles,2014-01-01,73.7,74.67824705298692,2.0,-0.11500934092569115,74.56323771206122
South Korea,2014-01-01,82.4,74.67824705298692,2.0,4.45525952349475,79.13350657648166
Sri Lanka,2014-01-01,74.7,74.67824705298692,2.0,-2.654613213278439,72.02363383970848
Suriname,2014-01-01,69.8,74.67824705298692,2.0,-5.32494125525673,69.35330579773019
Syria,2014-01-01,63.2,74.67824705298692,2.0,-0.8352721459419321,73.84297490704499
Thailand,2014-01-01,77.4,74.67824705298692,2.0,2.9779232690564283,77.65617032204335
Tokelau,2014-01-01,74.6,74.67824705298692,2.0,1.9594642778449298,76.63771133083185
Tonga,2014-01-01,70.5,74.67824705298692,2.0,-3.805680140578178,70.87256691240874
Trinidad and Tobago,2014-01-01,74.2,74.67824705298692,2.0,-2.408659006635448,72.26958804635147
Tunisia,2014-01-01,75.6,74.67824705298692,2.0,3.359507323222781,78.0377543762097
Turkey,2014-01-01,76.6,74.67824705298692,2.0,3.501608378346047,78.17985543133297
Turkmenistan,2014-01-01,68.6,74.67824705298692,2.0,-5.861486466281384,68.81676058670553
Turks and Caicos Islands,2014-01-01,77.1,74.67824705298692,2.0,3.5218521395205338,78.20009919250745
United Arab Emirates,2014-01-01,79.0,74.67824705298692,2.0,3.1659711336279557,77.84421818661488
Uzbekistan,2014-01-01,70.2,74.67824705298692,2.0,-4.9107808998136555,69.76746615317326
Vanuatu,2014-01-01,69.5,74.67824705298692,2.0,-2.3733246534335617,72.30492239955336
Venezuela,2014-01-01,72.9,74.67824705298692,2.0,-1.8792294247815478,72.79901762820538
Vietnam,2014-01-01,73.9,74.67824705298692,2.0,2.4402167771524246,77.11846383013935
Wallis and Futuna,2014-01-01,77.6,74.67824705298692,2.0,9.108604944159044,83.78685199714596
Albania,2015-01-01,78.6,74.83226734399376,3.0,1.8351754315554896,76.66744277554925
Anguilla,2015-01-01,77.1,74.83226734399376,3.0,5.269710966419881,80.10197831041364
Armenia,2015-01-01,74.4,74.83226734399376,3.0,0.5971994928986906,75.42946683689246
Azerbaijan,2015-01-01,71.5,74.83226734399376,3.0,-3.790494565422688,71.04177277857107
Bahamas,2015-01-01,73.1,74.83226734399376,3.0,-0.06749039151621083,74.76477695247755
Bahrain,2015-01-01,79.4,74.83226734399376,3.0,0.17321912536828066,75.00548646936204
Belize,2015-01-01,73.2,74.83226734399376,3.0,-4.73202611524515,70.10024122874862
Bosnia and Herzegovina,2015-01-01,76.2,74.83226734399376,3.0,0.6963486581173957,75.52861600211116
Brazil,2015-01-01,74.3,74.83226734399376,3.0,1.4636035591523782,76.29587090314614
British Virgin Islands,2015-01-01,75.7,74.83226734399376,3.0,-1.0918744570144268,73.74039288697934
Brunei,2015-01-01,74.7,74.83226734399376,3.0,0.6541364876860274,75.4864038316798
Cape Verde,2015-01-01,74.6,74.83226734399376,3.0,2.813360159968266,77.64562750396203
Cayman Islands,2015-01-01,74.8,74.83226734399376,3.0,1.2481305951121804,76.08039793910595
Chile,2015-01-01,79.7,74.83226734399376,3.0,7.302257049369189,82.13452439336295
China,2015-01-01,77.0,74.83226734399376,3.0,3.2756002351363556,78.10786757913012
Colombia,2015-01-01,76.3,74.83226734399376,3.0,0.45679286753040527,75.28906021152417
Cook Islands,2015-01-01,74.2,74.83226734399376,3.0,-5.3211512946664685,69.5111160493273
Dominica,2015-01-01,68.7,74.83226734399376,3.0,-6.324586976845213,68.50768036714855
Dominican Republic,2015-01-01,73.0,74.83226734399376,3.0,-0.18360407852987848,74.64866326546388
Ecuador,2015-01-01,76.8,74.83226734399376,3.0,5.068314785261006,79.90058212925477
Falkland Islands,2015-01-01,78.2,74.83226734399376,3.0,11.408777125670461,86.24104446966422
Fiji,2015-01-01,66.8,74.83226734399376,3.0,-7.779575361675606,67.05269198231815
French Guiana,2015-01-01,76.7,74.83226734399376,3.0,1.8020497705295746,76.63431711452334
French Polynesia,2015-01-01,82.4,74.83226734399376,3.0,11.132607818047898,85.96487516204166
Georgia,2015-01-01,73.3,74.83226734399376,3.0,-2.0518044827000157,72.78046286129374
Greenland,2015-01-01,72.1,74.83226734399376,3.0,-5.53499176078417,69.2972755832096
Grenada,2015-01-01,75.0,74.83226734399376,3.0,0.08326742747600857,74.91553477146977
Guadeloupe,2015-01-01,81.9,74.83226734399376,3.0,7.021344408665106,81.85361175265886
Guam,2015-01-01,76.6,74.83226734399376,3.0,4.697391898655281,79.52965924264905
Guyana,2015-01-01,68.2,74.83226734399376,3.0,-8.128051933028637,66.70421541096513
Jamaica,2015-01-01,72.4,74.83226734399376,3.0,-3.1791822873385236,71.65308505665524
Jordan,2015-01-01,75.0,74.83226734399376,3.0,-1.708466679572413,73.12380066442135
Kazakhstan,2015-01-01,70.7,74.83226734399376,3.0,-6.994825937712477,67.83744140628129
Kosovo,2015-01-01,78.9,74.83226734399376,3.0,5.237234527272035,80.0695018712658
Kuwait,2015-01-01,79.6,74.83226734399376,3.0,2.8331680375084964,77.66543538150226
Kyrgyzstan,2015-01-01,70.0,74.83226734399376,3.0,-5.048527446740202,69.78373989725355
Lebanon,2015-01-01,79.2,74.83226734399376,3.0,11.646728511936237,86.47899585593
Malaysia,2015-01-01,75.1,74.83226734399376,3.0,-0.42634412536828714,74.40592321862547
Mauritius,2015-01-01,75.0,74.83226734399376,3.0,1.2020377304147427,76.03430507440851
Mayotte,2015-01-01,77.4,74.83226734399376,3.0,2.7102195786431906,77.54248692263695
Mexico,2015-01-01,74.7,74.83226734399376,3.0,1.4305947580645162,76.26286210205828
Micronesia (country),2015-01-01,71.4,74.83226734399376,3.0,-2.2164743002568628,72.6157930437369
Moldova,2015-01-01,69.2,74.83226734399376,3.0,-5.906016398164238,68.92625094582952
Montserrat,2015-01-01,75.0,74.83226734399376,3.0,0.06055292456749495,74.89282026856125
New Caledonia,2015-01-01,78.6,74.83226734399376,3.0,5.966950002832966,80.79921734682672
Niue,2015-01-01,70.1,74.83226734399376,3.0,-8.437724394689132,66.39454294930464
North Korea,2015-01-01,72.8,74.83226734399376,3.0,-13.752730155057803,61.07953718893596
North Macedonia,2015-01-01,76.0,74.83226734399376,3.0,-0.7772188042985599,74.0550485396952
Palestine,2015-01-01,74.4,74.83226734399376,3.0,2.529251222897938,77.3615185668917
Panama,2015-01-01,77.5,74.83226734399376,3.0,2.8591909751076505,77.69145831910141
Paraguay,2015-01-01,73.2,74.83226734399376,3.0,-0.4177573987686074,74.41450994522515
Peru,2015-01-01,75.6,74.83226734399376,3.0,4.045059657588581,78.87732700158234
Philippines,2015-01-01,71.3,74.83226734399376,3.0,-1.2333646927173856,73.59890265127638
Qatar,2015-01-01,80.1,74.83226734399376,3.0,3.0639600409836043,77.89622738497737
Reunion,2015-01-01,81.2,74.83226734399376,3.0,6.235861718100777,81.06812906209454
Russia,2015-01-01,72.1,74.83226734399376,3.0,-8.574382767054468,66.25788457693929
Saint Kitts and Nevis,2015-01-01,70.8,74.83226734399376,3.0,-0.3109717316990279,74.52129561229474
Saint Lucia,2015-01-01,73.1,74.83226734399376,3.0,-3.2007274826244645,71.6315398613693
Saint Vincent and the Grenadines,2015-01-01,74.4,74.83226734399376,3.0,-2.787071159439454,72.04519618455431
Samoa,2015-01-01,72.5,74.83226734399376,3.0,-1.1904964540681475,73.64177088992561
Saudi Arabia,2015-01-01,76.9,74.83226734399376,3.0,4.962408046573994,79.79467539056776
Seychelles,2015-01-01,73.7,74.83226734399376,3.0,-0.011206159817181982,74.82106118417659
South Korea,2015-01-01,82.6,74.83226734399376,3.0,4.343968492672056,79.17623583666582
Sri Lanka,2015-01-01,74.9,74.83226734399376,3.0,-2.853202788585029,71.97906455540874
Suriname,2015-01-01,70.8,74.83226734399376,3.0,-5.264466434048501,69.56780090994526
Syria,2015-01-01,65.1,74.83226734399376,3.0,-0.9313811428193715,73.90088620117439
Thailand,2015-01-01,77.7,74.83226734399376,3.0,3.112277021794964,77.94454436578873
Tokelau,2015-01-01,74.7,74.83226734399376,3.0,2.1969393319860986,77.02920667597986
Tonga,2015-01-01,70.6,74.83226734399376,3.0,-3.856626430648939,70.97564091334482
Trinidad and Tobago,2015-01-01,74.5,74.83226734399376,3.0,-2.431318109277033,72.40094923471673
Tunisia,2015-01-01,75.7,74.83226734399376,3.0,3.440809497053708,78.27307684104747
Turkey,2015-01-01,76.6,74.83226734399376,3.0,3.841155119173525,78.67342246316728
Turkmenistan,2015-01-01,68.8,74.83226734399376,3.0,-5.776632852043516,69.05563449195024
Turks and Caicos Islands,2015-01-01,76.9,74.83226734399376,3.0,3.641102237100549,78.47336958109432
United Arab Emirates,2015-01-01,79.2,74.83226734399376,3.0,3.067460881430833,77.8997282254246
Uzbekistan,2015-01-01,70.5,74.83226734399376,3.0,-4.822491524703484,70.00977581929028
Vanuatu,2015-01-01,69.5,74.83226734399376,3.0,-2.2927850202085107,72.53948232378525
Venezuela,2015-01-01,73.0,74.83226734399376,3.0,-2.098835059870062,72.7334322841237
Vietnam,2015-01-01,73.9,74.83226734399376,3.0,2.6792361137342278,77.511503457728
Wallis and Futuna,2015-01-01,78.0,74.83226734399376,3.0,9.761374249263422,84.59364159325719
Albania,2016-01-01,78.9,74.98239177533543,4.0,1.5919790014101896,76.57437077674562
Anguilla,2016-01-01,76.8,74.98239177533543,4.0,5.442315967238292,80.42470774257372
Armenia,2016-01-01,74.7,74.98239177533543,4.0,0.839791320414994,75.82218309575042
Azerbaijan,2016-01-01,72.0,74.98239177533543,4.0,-3.5152195707738505,71.46717220456158
Bahamas,2016-01-01,73.5,74.98239177533543,4.0,0.0117940400644585,74.99418581539989
Bahrain,2016-01-01,79.6,74.98239177533543,4.0,-0.2935500396615609,74.68884173567386
Belize,2016-01-01,73.4,74.98239177533543,4.0,-4.995413188411275,69.98697858692415
Bosnia and Herzegovina,2016-01-01,76.8,74.98239177533543,4.0,0.6139527618292133,75.59634453716464
Brazil,2016-01-01,74.4,74.98239177533543,4.0,1.7782137663367865,76.76060554167222
British Virgin Islands,2016-01-01,75.7,74.98239177533543,4.0,-1.4298085700435657,73.55258320529187
Brunei,2016-01-01,74.7,74.98239177533543,4.0,0.5291582464556365,75.51155002179107
Cape Verde,2016-01-01,75.7,74.98239177533543,4.0,3.294182106343326,78.27657388167876
Cayman Islands,2016-01-01,74.9,74.98239177533543,4.0,1.2122435376847671,76.1946353130202
Chile,2016-01-01,80.1,74.98239177533543,4.0,7.540907667271031,82.52329944260646
China,2016-01-01,77.2,74.98239177533543,4.0,3.4724471021883048,78.45483887752374
Colombia,2016-01-01,76.5,74.98239177533543,4.0,0.5020366680516712,75.4844284433871
Cook Islands,2016-01-01,74.3,74.98239177533543,4.0,-5.713491302787643,69.26890047254778
Dominica,2016-01-01,70.1,74.98239177533543,4.0,-6.906574296164795,68.07581747917064
Dominican Republic,2016-01-01,73.0,74.98239177533543,4.0,-0.023050996575256555,74.95934077876018
Ecuador,2016-01-01,76.8,74.98239177533543,4.0,5.4498104272116015,80.43220220254703
Falkland Islands,2016-01-01,78.4,74.98239177533543,4.0,12.766959328019944,87.74935110335537
Fiji,2016-01-01,67.2,74.98239177533543,4.0,-7.934148205157262,67.04824357017817
French Guiana,2016-01-01,76.7,74.98239177533543,4.0,1.814145246279367,76.7965370216148
French Polynesia,2016-01-01,82.5,74.98239177533543,4.0,11.571329181461058,86.55372095679648
Georgia,2016-01-01,73.6,74.98239177533543,4.0,-2.017413075092552,72.96497870024288
Greenland,2016-01-01,72.2,74.98239177533543,4.0,-5.645848521190606,69.33654325414483
Grenada,2016-01-01,74.8,74.98239177533543,4.0,0.02626830412227754,75.00866007945771
Guadeloupe,2016-01-01,82.6,74.98239177533543,4.0,7.125891834126566,82.10828360946199
Guam,2016-01-01,76.9,74.98239177533543,4.0,4.854996962428544,79.83738873776397
Guyana,2016-01-01,68.4,74.98239177533543,4.0,-8.134169767192974,66.84822200814246
Jamaica,2016-01-01,72.0,74.98239177533543,4.0,-3.377839657147897,71.60455211818753
Jordan,2016-01-01,75.2,74.98239177533543,4.0,-1.9313393171917133,73.05105245814372
Kazakhstan,2016-01-01,70.9,74.98239177533543,4.0,-6.950380011205969,68.03201176412946
Kosovo,2016-01-01,79.0,74.98239177533543,4.0,5.554733338999267,80.5371251143347
Kuwait,2016-01-01,79.7,74.98239177533543,4.0,2.641733949661302,77.62412572499673
Kyrgyzstan,2016-01-01,70.3,74.98239177533543,4.0,-4.90316969794264,70.07922207739279
Lebanon,2016-01-01,79.5,74.98239177533543,4.0,12.71169693221023,87.69408870754566
Malaysia,2016-01-01,75.3,74.98239177533543,4.0,-0.5944468314824636,74.38794494385297
Mauritius,2016-01-01,75.0,74.98239177533543,4.0,1.3345248325400987,76.31691660787553
Mayotte,2016-01-01,77.4,74.98239177533543,4.0,2.605748643323002,77.58814041865843
Mexico,2016-01-01,74.4,74.98239177533543,4.0,1.453610381884113,76.43600215721955
Micronesia (country),2016-01-01,71.6,74.98239177533543,4.0,-2.199658706026045,72.78273306930939
Moldova,2016-01-01,69.9,74.98239177533543,4.0,-5.96941047505729,69.01298130027814
Montserrat,2016-01-01,75.1,74.98239177533543,4.0,-0.14164439638891668,74.84074737894652
New Caledonia,2016-01-01,79.0,74.98239177533543,4.0,6.271951804915512,81.25434358025095
Niue,2016-01-01,70.3,74.98239177533543,4.0,-8.762342219410241,66.22004955592519
North Korea,2016-01-01,72.8,74.98239177533543,4.0,-14.646142362947302,60.33624941238813
North Macedonia,2016-01-01,76.0,74.98239177533543,4.0,-0.9842637273047807,73.99812804803065
Palestine,2016-01-01,74.6,74.98239177533543,4.0,2.8504360410213794,77.83282781635681
Panama,2016-01-01,77.7,74.98239177533543,4.0,2.9270061349500116,77.90939791028543
Paraguay,2016-01-01,73.5,74.98239177533543,4.0,-0.2027600192641863,74.77963175607124
Peru,2016-01-01,75.8,74.98239177533543,4.0,4.565969205635723,79.54836098097115
Philippines,2016-01-01,71.4,74.98239177533543,4.0,-1.014438458487577,73.96795331684785
Qatar,2016-01-01,80.4,74.98239177533543,4.0,2.983658416433732,77.96605019176916
Reunion,2016-01-01,81.5,74.98239177533543,4.0,6.3689817525370795,81.35137352787251
Russia,2016-01-01,72.7,74.98239177533543,4.0,-8.804172726070862,66.17821904926457
Saint Kitts and Nevis,2016-01-01,71.7,74.98239177533543,4.0,-0.06414650537634436,74.91824526995909
Saint Lucia,2016-01-01,73.1,74.98239177533543,4.0,-3.477335074034903,71.50505670130053
Saint Vincent and the Grenadines,2016-01-01,74.3,74.98239177533543,4.0,-3.156625132205189,71.82576664313024
Samoa,2016-01-01,72.5,74.98239177533543,4.0,-1.1668110693510672,73.81558070598436
Saudi Arabia,2016-01-01,77.1,74.98239177533543,4.0,5.2615974635491405,80.24398923888457
Seychelles,2016-01-01,73.6,74.98239177533543,4.0,0.09528365880989798,75.07767543414533
South Korea,2016-01-01,82.9,74.98239177533543,4.0,4.221682672936971,79.2040744482724
Sri Lanka,2016-01-01,75.3,74.98239177533543,4.0,-3.054606957140342,71.9277848181951
Suriname,2016-01-01,71.6,74.98239177533543,4.0,-5.198305963712825,69.7840858116226
Syria,2016-01-01,66.0,74.98239177533543,4.0,-1.03274478419078,73.94964699114465
Thailand,2016-01-01,78.0,74.98239177533543,4.0,3.2459253261061116,78.22831710144155
Tokelau,2016-01-01,74.8,74.98239177533543,4.0,2.443229599481251,77.42562137481669
Tonga,2016-01-01,70.7,74.98239177533543,4.0,-3.9053186617058255,71.07707311362961
Trinidad and Tobago,2016-01-01,74.3,74.98239177533543,4.0,-2.4497990953388307,72.5325926799966
Tunisia,2016-01-01,75.8,74.98239177533543,4.0,3.5154540775855505,78.49784585292097
Turkey,2016-01-01,76.7,74.98239177533543,4.0,4.1875411567323875,79.16993293206782
Turkmenistan,2016-01-01,68.8,74.98239177533543,4.0,-5.686524121150312,69.29586765418512
Turks and Caicos Islands,2016-01-01,76.9,74.98239177533543,4.0,3.761631459167483,78.74402323450292
United Arab Emirates,2016-01-01,79.3,74.98239177533543,4.0,2.9591159407972523,77.94150771613268
Uzbekistan,2016-01-01,70.8,74.98239177533543,4.0,-4.726759509329909,70.25563226600552
Vanuatu,2016-01-01,69.6,74.98239177533543,4.0,-2.2120721431089665,72.77031963222646
Venezuela,2016-01-01,72.1,74.98239177533543,4.0,-2.323825970763769,72.65856580457167
Vietnam,2016-01-01,73.9,74.98239177533543,4.0,2.9251911466596145,77.90758292199504
Wallis and Futuna,2016-01-01,78.3,74.98239177533543,4.0,10.425852802120314,85.40824457745575
Albania,2017-01-01,79.0,75.12871889066764,5.0,1.337911331243232,76.46663022191088
Anguilla,2017-01-01,75.9,75.12871889066764,5.0,5.620186236181406,80.74890512684905
Armenia,2017-01-01,74.9,75.12871889066764,5.0,1.0940122856387369,76.22273117630638
Azerbaijan,2017-01-01,72.2,75.12871889066764,5.0,-3.227844693535805,71.90087419713184
Bahamas,2017-01-01,73.6,75.12871889066764,5.0,0.0983083245196461,75.22702721518729
Bahrain,2017-01-01,79.7,75.12871889066764,5.0,-0.7807108704137438,74.3480080202539
Belize,2017-01-01,73.6,75.12871889066764,5.0,-5.264481425171871,69.86423746549578
Bosnia and Herzegovina,2017-01-01,76.9,75.12871889066764,5.0,0.5302786853768451,75.65899757604448
Brazil,2017-01-01,74.8,75.12871889066764,5.0,2.100737279972804,77.22945617064045
British Virgin Islands,2017-01-01,74.8,75.12871889066764,5.0,-1.7778511464077946,73.35086774425984
Brunei,2017-01-01,74.7,75.12871889066764,5.0,0.4000421010551182,75.52876099172276
Cape Verde,2017-01-01,76.6,75.12871889066764,5.0,3.7865908532900145,78.91530974395765
Cayman Islands,2017-01-01,74.9,75.12871889066764,5.0,1.1761822133665678,76.30490110403422
Chile,2017-01-01,80.4,75.12871889066764,5.0,7.784156546674722,82.91287543734236
China,2017-01-01,77.2,75.12871889066764,5.0,3.6695167113646026,78.79823560203225
Colombia,2017-01-01,76.6,75.12871889066764,5.0,0.5485406279116593,75.6772595185793
Cook Islands,2017-01-01,74.4,75.12871889066764,5.0,-6.1190582426783555,69.00966064798929
Dominica,2017-01-01,67.5,75.12871889066764,5.0,-7.504637332854882,67.62408155781276
Dominican Republic,2017-01-01,73.1,75.12871889066764,5.0,0.13947528707411028,75.26819417774175
Ecuador,2017-01-01,77.0,75.12871889066764,5.0,5.83963645148699,80.96835534215464
Falkland Islands,2017-01-01,78.5,75.12871889066764,5.0,14.163264665332019,89.29198355599966
Fiji,2017-01-01,67.8,75.12871889066764,5.0,-8.089055063458488,67.03966382720915
French Guiana,2017-01-01,76.8,75.12871889066764,5.0,1.8253960646924008,76.95411495536004
French Polynesia,2017-01-01,82.6,75.12871889066764,5.0,12.019801109893987,87.14852000056163
Georgia,2017-01-01,73.6,75.12871889066764,5.0,-1.977280460703593,73.15143842996405
Greenland,2017-01-01,72.6,75.12871889066764,5.0,-5.757449683337114,69.37126920733053
Grenada,2017-01-01,74.8,75.12871889066764,5.0,-0.03026278927753623,75.0984561013901
Guadeloupe,2017-01-01,82.5,75.12871889066764,5.0,7.231061528921458,82.3597804195891
Guam,2017-01-01,77.2,75.12871889066764,5.0,5.018048919065244,80.14676780973289
Guyana,2017-01-01,68.7,75.12871889066764,5.0,-8.135112673440613,66.99360621722703
Jamaica,2017-01-01,71.9,75.12871889066764,5.0,-3.5771822511394866,71.55153663952815
Jordan,2017-01-01,75.5,75.12871889066764,5.0,-2.1638956303039505,72.96482326036369
Kazakhstan,2017-01-01,71.4,75.12871889066764,5.0,-6.89843958537937,68.23027930528828
Kosovo,2017-01-01,78.8,75.12871889066764,5.0,5.883494733826894,81.01221362449454
Kuwait,2017-01-01,79.8,75.12871889066764,5.0,2.442283702878293,77.57100259354594
Kyrgyzstan,2017-01-01,70.6,75.12871889066764,5.0,-4.750002596887517,70.37871629378013
Lebanon,2017-01-01,79.7,75.12871889066764,5.0,13.811098388985421,88.93981727965306
Malaysia,2017-01-01,75.5,75.12871889066764,5.0,-0.7683714052781376,74.36034748538951
Mauritius,2017-01-01,74.9,75.12871889066764,5.0,1.4705084076200512,76.59922729828769
Mayotte,2017-01-01,77.3,75.12871889066764,5.0,2.4942519862254713,77.6229708768931
Mexico,2017-01-01,74.1,75.12871889066764,5.0,1.4749062759688751,76.60362516663652
Micronesia (country),2017-01-01,71.5,75.12871889066764,5.0,-2.1811709129712247,72.94754797769642
Moldova,2017-01-01,70.5,75.12871889066764,5.0,-6.028462280602354,69.10025661006529
Montserrat,2017-01-01,75.2,75.12871889066764,5.0,-0.35091874732442574,74.77780014334321
New Caledonia,2017-01-01,79.5,75.12871889066764,5.0,6.58322874959079,81.71194764025843
Niue,2017-01-01,70.5,75.12871889066764,5.0,-9.090678983782835,66.0380399068848
North Korea,2017-01-01,73.0,75.12871889066764,5.0,-15.567025902772535,59.56169298789511
North Macedonia,2017-01-01,76.5,75.12871889066764,5.0,-1.1980793262572123,73.93063956441043
Palestine,2017-01-01,74.8,75.12871889066764,5.0,3.1770494164085497,78.30576830707619
Panama,2017-01-01,77.8,75.12871889066764,5.0,2.998144956687062,78.1268638473547
Paraguay,2017-01-01,73.6,75.12871889066764,5.0,0.02280799085895424,75.15152688152659
Peru,2017-01-01,75.9,75.12871889066764,5.0,5.098939132104459,80.2276580227721
Philippines,2017-01-01,71.5,75.12871889066764,5.0,-0.7857522947042446,74.3429665959634
Qatar,2017-01-01,80.7,75.12871889066764,5.0,2.900595946337284,78.02931483700493
Reunion,2017-01-01,81.7,75.12871889066764,5.0,6.502467593991588,81.63118648465922
Russia,2017-01-01,73.4,75.12871889066764,5.0,-9.030874867794816,66.09784402287282
Saint Kitts and Nevis,2017-01-01,71.8,75.12871889066764,5.0,0.192392457379567,75.32111134804721
Saint Lucia,2017-01-01,73.1,75.12871889066764,5.0,-3.7616056476794864,71.36711324298815
Saint Vincent and the Grenadines,2017-01-01,74.3,75.12871889066764,5.0,-3.536081548563376,71.59263734210427
Samoa,2017-01-01,72.6,75.12871889066764,5.0,-1.142771288182122,73.98594760248552
Saudi Arabia,2017-01-01,77.2,75.12871889066764,5.0,5.562079225529448,80.69079811619709
Seychelles,2017-01-01,73.8,75.12871889066764,5.0,0.20446011495555005,75.3331790056232
South Korea,2017-01-01,83.3,75.12871889066764,5.0,4.088402064289491,79.21712095495714
Sri Lanka,2017-01-01,75.4,75.12871889066764,5.0,-3.258825718944376,71.86989317172326
Suriname,2017-01-01,72.4,75.12871889066764,5.0,-5.126459844249704,70.00225904641793
Syria,2017-01-01,68.5,75.12871889066764,5.0,-1.1393630700561577,73.98935582061148
Thailand,2017-01-01,78.4,75.12871889066764,5.0,3.378868181989872,78.50758707265751
Tokelau,2017-01-01,74.9,75.12871889066764,5.0,2.698335080330387,77.82705397099802
Tonga,2017-01-01,70.7,75.12871889066764,5.0,-3.9517568337488367,71.17696205691881
Trinidad and Tobago,2017-01-01,74.2,75.12871889066764,5.0,-2.4641019648208378,72.6646169258468
Tunisia,2017-01-01,75.8,75.12871889066764,5.0,3.5834410648183077,78.71215995548594
Turkey,2017-01-01,77.1,75.12871889066764,5.0,4.540766491022635,79.66948538169028
Turkmenistan,2017-01-01,68.9,75.12871889066764,5.0,-5.591160273601774,69.53755861706587
Turks and Caicos Islands,2017-01-01,76.7,75.12871889066764,5.0,3.883439805721334,79.01215869638898
United Arab Emirates,2017-01-01,79.5,75.12871889066764,5.0,2.840936311727221,77.96965520239486
Uzbekistan,2017-01-01,71.0,75.12871889066764,5.0,-4.6235848536929325,70.50513403697471
Vanuatu,2017-01-01,69.7,75.12871889066764,5.0,-2.13118602213493,72.99753286853272
Venezuela,2017-01-01,71.9,75.12871889066764,5.0,-2.55420215746267,72.57451673320497
Vietnam,2017-01-01,74.0,75.12871889066764,5.0,3.178081875928582,78.30680076659623
Wallis and Futuna,2017-01-01,77.5,75.12871889066764,5.0,11.10204060272972,86.23075949339736
Albania,2018-01-01,79.2,75.27134474103784,6.0,1.0729724210546205,76.34431716209245
Anguilla,2018-01-01,76.8,75.27134474103784,6.0,5.8033217732492215,81.07466651428706
Armenia,2018-01-01,75.1,75.27134474103784,6.0,1.3598623885699155,76.63120712960776
Azerbaijan,2018-01-01,72.8,75.27134474103784,6.0,-2.9283699337085514,72.34297480732928
Bahamas,2018-01-01,73.8,75.27134474103784,6.0,0.19205246184935199,75.4633972028872
Bahrain,2018-01-01,79.9,75.27134474103784,6.0,-1.2882633668882786,73.98308137414956
Belize,2018-01-01,73.7,75.27134474103784,6.0,-5.539230825526937,69.7321139155109
Bosnia and Herzegovina,2018-01-01,77.1,75.27134474103784,6.0,0.44532642876029005,75.71667116979813
Brazil,2018-01-01,75.1,75.27134474103784,6.0,2.431174100060438,77.70251884109827
British Virgin Islands,2018-01-01,75.8,75.27134474103784,6.0,-2.1360021861071243,73.13534255493072
Brunei,2018-01-01,74.7,75.27134474103784,6.0,0.26678805148446916,75.5381327925223
Cape Verde,2018-01-01,75.7,75.27134474103784,6.0,4.290586400808335,79.56193114184617
Cayman Islands,2018-01-01,75.0,75.27134474103784,6.0,1.1399466221575825,76.41129136319542
Chile,2018-01-01,80.1,75.27134474103784,6.0,8.032003687580264,83.30334842861811
China,2018-01-01,77.7,75.27134474103784,6.0,3.8668090626652507,79.13815380370309
Colombia,2018-01-01,76.7,75.27134474103784,6.0,0.5963047471103697,75.8676494881482
Cook Islands,2018-01-01,74.5,75.27134474103784,6.0,-6.537852114338602,68.73349262669923
Dominica,2018-01-01,73.6,75.27134474103784,6.0,-8.118776086915467,67.15256865412238
Dominican Republic,2018-01-01,73.2,75.27134474103784,6.0,0.303974772418222,75.57531951345607
Ecuador,2018-01-01,77.1,75.27134474103784,6.0,6.237792858087178,81.50913759912501
Falkland Islands,2018-01-01,78.5,75.27134474103784,6.0,15.597693137606708,90.86903787864455
Fiji,2018-01-01,67.8,75.27134474103784,6.0,-8.244295936579286,67.02704880445854
French Guiana,2018-01-01,76.8,75.27134474103784,6.0,1.8358022257686768,77.10714696680651
French Polynesia,2018-01-01,82.8,75.27134474103784,6.0,12.478023603346683,87.74936834438452
Georgia,2018-01-01,73.3,75.27134474103784,6.0,-1.9314066395331366,73.3399381015047
Greenland,2018-01-01,72.2,75.27134474103784,6.0,-5.869795247223696,69.40154949381414
Grenada,2018-01-01,74.8,75.27134474103784,6.0,-0.08632585272343274,75.1850188883144
Guadeloupe,2018-01-01,82.5,75.27134474103784,6.0,7.3368534930497855,82.60819823408762
Guam,2018-01-01,77.4,75.27134474103784,6.0,5.186547768565383,80.45789250960323
Guyana,2018-01-01,68.9,75.27134474103784,6.0,-8.130880651771554,67.14046408926629
Jamaica,2018-01-01,71.8,75.27134474103784,6.0,-3.777210069313293,71.49413467172454
Jordan,2018-01-01,75.8,75.27134474103784,6.0,-2.406135618909121,72.86520912212872
Kazakhstan,2018-01-01,71.5,75.27134474103784,6.0,-6.8390046602326855,68.43234008080515
