Country,Year,LE
Liechtenstein,1973,64.2
Liechtenstein,1974,70.0
Liechtenstein,1975,66.2
Liechtenstein,1976,67.0
Liechtenstein,1977,71.6
Liechtenstein,1978,70.3
Liechtenstein,1979,70.0
Liechtenstein,1980,66.3
Liechtenstein,1981,67.4
Liechtenstein,1982,69.5
Liechtenstein,1983,71.4
Liechtenstein,1984,68.8
Liechtenstein,1985,69.5
Liechtenstein,1986,73.4
Liechtenstein,1987,70.2
Liechtenstein,1988,74.3
Liechtenstein,1989,74.5
Liechtenstein,1990,75.9
Liechtenstein,1991,76.5
Liechtenstein,1992,77.2
Liechtenstein,1993,76.7
Liechtenstein,1994,78.6
Liechtenstein,1995,77.6
Liechtenstein,1996,76.8
Liechtenstein,1997,76.1
Liechtenstein,1998,77.8
Liechtenstein,1999,79.3
Liechtenstein,2000,77.0
Liechtenstein,2001,79.5
Liechtenstein,2002,79.9
Liechtenstein,2003,80.2
Liechtenstein,2004,82.0
Liechtenstein,2005,80.8
Liechtenstein,2006,81.2
Liechtenstein,2007,81.5
Liechtenstein,2008,82.9
Liechtenstein,2009,81.7
Liechtenstein,2010,82.0
Liechtenstein,2011,81.9
Liechtenstein,2012,82.5
Liechtenstein,2013,82.4
Liechtenstein,2014,82.2
Liechtenstein,2015,82.8
Liechtenstein,2016,82.4
Liechtenstein,2017,83.9
Liechtenstein,2018,83.1
Liechtenstein,2019,84.3
Liechtenstein,2020,82.8
Liechtenstein,2021,83.3
Lithuania,1950,66.1
Lithuania,1951,66.1
Lithuania,1952,66.2
Lithuania,1953,66.2
Lithuania,1954,66.2
Lithuania,1955,66.2
Lithuania,1956,66.4
Lithuania,1957,67.6
Lithuania,1958,68.6
Lithuania,1959,69.6
Lithuania,1960,70.8
Lithuania,1961,70.7
Lithuania,1962,69.5
Lithuania,1963,70.9
Lithuania,1964,72.1
Lithuania,1965,71.4
Lithuania,1966,71.6
Lithuania,1967,71.6
Lithuania,1968,71.3
Lithuania,1969,70.9
Lithuania,1970,70.7
Lithuania,1971,71.7
Lithuania,1972,70.9
Lithuania,1973,71.3
Lithuania,1974,71.4
Lithuania,1975,70.9
Lithuania,1976,71.0
Lithuania,1977,70.9
Lithuania,1978,70.6
Lithuania,1979,70.5
Lithuania,1980,70.4
Lithuania,1981,70.7
Lithuania,1982,71.2
Lithuania,1983,70.9
Lithuania,1984,70.3
Lithuania,1985,70.3
Lithuania,1986,71.9
Lithuania,1987,71.6
Lithuania,1988,71.5
Lithuania,1989,71.4
Lithuania,1990,71.0
Lithuania,1991,70.6
Lithuania,1992,70.4
Lithuania,1993,69.0
Lithuania,1994,68.9
Lithuania,1995,69.3
Lithuania,1996,70.2
Lithuania,1997,70.9
Lithuania,1998,71.2
Lithuania,1999,71.6
Lithuania,2000,72.1
Lithuania,2001,71.8
Lithuania,2002,71.8
Lithuania,2003,72.1
Lithuania,2004,72.2
Lithuania,2005,71.7
Lithuania,2006,71.6
Lithuania,2007,71.5
Lithuania,2008,72.4
Lithuania,2009,73.2
Lithuania,2010,73.4
Lithuania,2011,73.9
Lithuania,2012,74.2
Lithuania,2013,74.3
Lithuania,2014,74.8
Lithuania,2015,74.6
Lithuania,2016,74.9
Lithuania,2017,75.4
Lithuania,2018,75.7
Lithuania,2019,76.2
Lithuania,2020,75.1
Lithuania,2021,73.7
Luxembourg,1950,66.4
Luxembourg,1951,66.6
Luxembourg,1952,67.2
Luxembourg,1953,65.3
Luxembourg,1954,67.6
Luxembourg,1955,67.4
Luxembourg,1956,67.1
Luxembourg,1957,67.0
Luxembourg,1958,68.4
Luxembourg,1959,68.5
Luxembourg,1960,68.6
Luxembourg,1961,69.3
Luxembourg,1962,68.1
Luxembourg,1963,68.7
Luxembourg,1964,69.3
Luxembourg,1965,69.0
Luxembourg,1966,69.2
Luxembourg,1967,69.2
Luxembourg,1968,69.7
Luxembourg,1969,69.5
Luxembourg,1970,69.6
Luxembourg,1971,69.2
Luxembourg,1972,70.3
Luxembourg,1973,70.2
Luxembourg,1974,70.2
Luxembourg,1975,70.3
Luxembourg,1976,70.0
Luxembourg,1977,71.5
Luxembourg,1978,71.5
Luxembourg,1979,72.4
Luxembourg,1980,72.3
Luxembourg,1981,72.5
Luxembourg,1982,72.7
Luxembourg,1983,72.9
Luxembourg,1984,73.2
Luxembourg,1985,73.7
Luxembourg,1986,74.1
Luxembourg,1987,74.2
Luxembourg,1988,74.9
Luxembourg,1989,74.7
Luxembourg,1990,75.6
Luxembourg,1991,75.8
Luxembourg,1992,75.4
Luxembourg,1993,75.9
Luxembourg,1994,76.5
Luxembourg,1995,76.7
Luxembourg,1996,76.6
Luxembourg,1997,76.9
Luxembourg,1998,77.0
Luxembourg,1999,77.6
Luxembourg,2000,77.8
Luxembourg,2001,78.2
Luxembourg,2002,78.4
Luxembourg,2003,77.8
Luxembourg,2004,79.2
Luxembourg,2005,79.4
Luxembourg,2006,79.4
Luxembourg,2007,79.5
Luxembourg,2008,80.5
Luxembourg,2009,80.6
Luxembourg,2010,80.6
Luxembourg,2011,80.8
Luxembourg,2012,81.0
Luxembourg,2013,81.4
Luxembourg,2014,81.7
Luxembourg,2015,81.8
Luxembourg,2016,82.1
Luxembourg,2017,81.7
Luxembourg,2018,81.8
Luxembourg,2019,82.1
Luxembourg,2020,81.4
Luxembourg,2021,82.6
Macao,1950,59.8
Macao,1951,60.3
Macao,1952,60.6
Macao,1953,61.2
Macao,1954,61.7
Macao,1955,62.3
Macao,1956,62.9
Macao,1957,63.4
Macao,1958,64.1
Macao,1959,64.5
Macao,1960,65.0
Macao,1961,65.5
Macao,1962,65.9
Macao,1963,66.4
Macao,1964,66.8
Macao,1965,67.2
Macao,1966,67.6
Macao,1967,68.0
Macao,1968,68.4
Macao,1969,68.8
Macao,1970,69.2
Macao,1971,69.6
Macao,1972,70.0
Macao,1973,70.6
Macao,1974,71.0
Macao,1975,71.4
Macao,1976,71.8
Macao,1977,72.3
Macao,1978,72.7
Macao,1979,73.1
Macao,1980,73.5
Macao,1981,73.9
Macao,1982,74.3
Macao,1983,74.7
Macao,1984,75.1
Macao,1985,75.5
Macao,1986,75.9
Macao,1987,76.3
Macao,1988,76.6
Macao,1989,77.0
Macao,1990,77.4
Macao,1991,77.9
Macao,1992,78.3
Macao,1993,78.6
Macao,1994,79.0
Macao,1995,79.3
Macao,1996,80.0
Macao,1997,80.2
Macao,1998,80.4
Macao,1999,80.7
Macao,2000,81.0
Macao,2001,81.2
Macao,2002,81.3
Macao,2003,81.5
Macao,2004,81.7
Macao,2005,82.0
Macao,2006,82.3
Macao,2007,82.5
Macao,2008,82.9
Macao,2009,83.3
Macao,2010,83.1
Macao,2011,83.2
Macao,2012,83.3
Macao,2013,83.7
Macao,2014,83.9
Macao,2015,84.0
Macao,2016,84.2
Macao,2017,84.6
Macao,2018,84.9
Macao,2019,85.0
Macao,2020,85.2
Macao,2021,85.4
Malta,1950,61.6
Malta,1951,62.4
Malta,1952,63.7
Malta,1953,64.8
Malta,1954,63.7
Malta,1955,66.0
Malta,1956,65.4
Malta,1957,65.2
Malta,1958,67.7
Malta,1959,67.1
Malta,1960,68.3
Malta,1961,68.1
Malta,1962,68.5
Malta,1963,67.9
Malta,1964,68.9
Malta,1965,68.5
Malta,1966,68.7
Malta,1967,69.1
Malta,1968,69.7
Malta,1969,68.9
Malta,1970,69.1
Malta,1971,69.3
Malta,1972,70.8
Malta,1973,70.6
Malta,1974,71.6
Malta,1975,71.6
Malta,1976,71.5
Malta,1977,71.8
Malta,1978,71.9
Malta,1979,72.0
Malta,1980,72.1
Malta,1981,72.6
Malta,1982,70.9
Malta,1983,72.6
Malta,1984,73.0
Malta,1985,73.1
Malta,1986,73.7
Malta,1987,74.6
Malta,1988,74.8
Malta,1989,75.4
Malta,1990,76.0
Malta,1991,75.5
Malta,1992,75.4
Malta,1993,76.7
Malta,1994,76.6
Malta,1995,77.1
Malta,1996,76.2
Malta,1997,77.3
Malta,1998,77.7
Malta,1999,77.9
Malta,2000,77.6
Malta,2001,79.0
Malta,2002,78.5
Malta,2003,78.8
Malta,2004,79.2
Malta,2005,79.6
Malta,2006,79.8
Malta,2007,80.1
Malta,2008,80.1
Malta,2009,80.7
Malta,2010,81.8
Malta,2011,81.1
Malta,2012,81.4
Malta,2013,82.0
Malta,2014,82.7
Malta,2015,83.0
Malta,2016,83.1
Malta,2017,83.6
Malta,2018,83.3
Malta,2019,83.2
Malta,2020,83.4
Malta,2021,83.8
Martinique,1950,54.2
Martinique,1951,54.9
Martinique,1952,55.6
Martinique,1953,56.2
Martinique,1954,57.6
Martinique,1955,59.0
Martinique,1956,58.9
Martinique,1957,59.3
Martinique,1958,59.5
Martinique,1959,60.1
Martinique,1960,60.8
Martinique,1961,61.5
Martinique,1962,61.9
Martinique,1963,63.0
Martinique,1964,63.5
Martinique,1965,64.3
Martinique,1966,64.6
Martinique,1967,64.9
Martinique,1968,65.1
Martinique,1969,65.7
Martinique,1970,65.9
Martinique,1971,66.6
Martinique,1972,66.9
Martinique,1973,67.2
Martinique,1974,67.6
Martinique,1975,68.1
Martinique,1976,68.6
Martinique,1977,69.1
Martinique,1978,69.6
Martinique,1979,70.1
Martinique,1980,70.6
Martinique,1981,71.1
Martinique,1982,71.6
Martinique,1983,72.1
Martinique,1984,72.6
Martinique,1985,73.2
Martinique,1986,73.5
Martinique,1987,73.9
Martinique,1988,74.2
Martinique,1989,74.5
Martinique,1990,75.1
Martinique,1991,75.2
Martinique,1992,75.4
Martinique,1993,75.7
Martinique,1994,76.0
Martinique,1995,76.3
Martinique,1996,76.6
Martinique,1997,76.8
Martinique,1998,77.1
Martinique,1999,77.4
Martinique,2000,77.7
Martinique,2001,77.8
Martinique,2002,78.4
Martinique,2003,78.9
Martinique,2004,79.5
Martinique,2005,80.0
Martinique,2006,80.3
Martinique,2007,80.6
Martinique,2008,80.7
Martinique,2009,81.0
Martinique,2010,81.6
Martinique,2011,82.1
Martinique,2012,82.2
Martinique,2013,82.4
Martinique,2014,82.3
Martinique,2015,82.2
Martinique,2016,82.2
Martinique,2017,82.3
Martinique,2018,82.6
Martinique,2019,82.8
Martinique,2020,83.0
Martinique,2021,80.7
Monaco,1950,66.5
Monaco,1951,66.6
Monaco,1952,67.1
Monaco,1953,69.8
Monaco,1954,70.5
Monaco,1955,71.0
Monaco,1956,71.3
Monaco,1957,71.6
Monaco,1958,71.8
Monaco,1959,72.1
Monaco,1960,72.5
Monaco,1961,73.0
Monaco,1962,73.3
Monaco,1963,73.5
Monaco,1964,73.4
Monaco,1965,73.1
Monaco,1966,73.0
Monaco,1967,73.0
Monaco,1968,73.1
Monaco,1969,73.2
Monaco,1970,73.3
Monaco,1971,73.4
Monaco,1972,73.5
Monaco,1973,73.5
Monaco,1974,73.6
Monaco,1975,73.6
Monaco,1976,73.7
Monaco,1977,73.7
Monaco,1978,73.8
Monaco,1979,73.9
Monaco,1980,74.1
Monaco,1981,74.2
Monaco,1982,75.4
Monaco,1983,76.3
Monaco,1984,76.0
Monaco,1985,75.2
Monaco,1986,74.8
Monaco,1987,74.9
Monaco,1988,75.1
Monaco,1989,75.4
Monaco,1990,75.8
Monaco,1991,76.3
Monaco,1992,76.8
Monaco,1993,77.4
Monaco,1994,78.1
Monaco,1995,78.8
Monaco,1996,79.4
Monaco,1997,80.1
Monaco,1998,80.6
Monaco,1999,81.1
Monaco,2000,81.6
Monaco,2001,82.1
Monaco,2002,82.5
Monaco,2003,83.3
Monaco,2004,84.2
Monaco,2005,84.8
Monaco,2006,84.6
Monaco,2007,83.9
Monaco,2008,83.2
Monaco,2009,84.2
Monaco,2010,84.6
Monaco,2011,85.6
Monaco,2012,84.5
Monaco,2013,84.9
Monaco,2014,84.9
Monaco,2015,85.3
Monaco,2016,85.7
Monaco,2017,85.7
Monaco,2018,86.5
Monaco,2019,86.5
Monaco,2020,86.5
Monaco,2021,85.9
Montenegro,1950,59.4
Montenegro,1951,59.1
Montenegro,1952,60.5
Montenegro,1953,60.9
Montenegro,1954,61.6
Montenegro,1955,61.7
Montenegro,1956,62.3
Montenegro,1957,62.8
Montenegro,1958,63.9
Montenegro,1959,64.0
Montenegro,1960,65.0
Montenegro,1961,65.6
Montenegro,1962,66.1
Montenegro,1963,67.0
Montenegro,1964,67.3
Montenegro,1965,68.2
Montenegro,1966,69.0
Montenegro,1967,69.1
Montenegro,1968,69.4
Montenegro,1969,69.2
Montenegro,1970,69.3
Montenegro,1971,69.7
Montenegro,1972,70.6
Montenegro,1973,70.8
Montenegro,1974,71.4
Montenegro,1975,71.4
Montenegro,1976,71.8
Montenegro,1977,71.5
Montenegro,1978,71.3
Montenegro,1979,70.6
Montenegro,1980,71.8
Montenegro,1981,71.4
Montenegro,1982,71.3
Montenegro,1983,71.2
Montenegro,1984,72.9
Montenegro,1985,74.0
Montenegro,1986,74.4
Montenegro,1987,75.3
Montenegro,1988,76.3
Montenegro,1989,75.6
Montenegro,1990,75.5
Montenegro,1991,75.5
Montenegro,1992,74.4
Montenegro,1993,74.7
Montenegro,1994,73.4
Montenegro,1995,74.2
Montenegro,1996,73.6
Montenegro,1997,73.6
Montenegro,1998,73.4
Montenegro,1999,72.8
Montenegro,2000,74.0
Montenegro,2001,74.2
Montenegro,2002,74.0
Montenegro,2003,74.1
Montenegro,2004,74.7
Montenegro,2005,74.3
Montenegro,2006,74.0
Montenegro,2007,74.5
Montenegro,2008,75.3
Montenegro,2009,75.3
Montenegro,2010,76.1
Montenegro,2011,76.1
Montenegro,2012,76.3
Montenegro,2013,76.6
Montenegro,2014,76.7
Montenegro,2015,76.8
Montenegro,2016,76.7
Montenegro,2017,76.9
Montenegro,2018,77.2
Montenegro,2019,77.0
Montenegro,2020,76.3
Montenegro,2021,76.3
Netherlands,1950,71.4
Netherlands,1951,71.5
Netherlands,1952,72.1
Netherlands,1953,71.7
Netherlands,1954,72.4
Netherlands,1955,72.5
Netherlands,1956,72.5
Netherlands,1957,73.0
Netherlands,1958,73.1
Netherlands,1959,73.2
Netherlands,1960,73.4
Netherlands,1961,73.6
Netherlands,1962,73.2
Netherlands,1963,73.4
Netherlands,1964,73.7
Netherlands,1965,73.6
Netherlands,1966,73.6
Netherlands,1967,73.8
Netherlands,1968,73.6
Netherlands,1969,73.6
Netherlands,1970,73.6
Netherlands,1971,73.9
Netherlands,1972,73.8
Netherlands,1973,74.2
Netherlands,1974,74.6
Netherlands,1975,74.6
Netherlands,1976,74.7
Netherlands,1977,75.3
Netherlands,1978,75.2
Netherlands,1979,75.6
Netherlands,1980,75.8
Netherlands,1981,76.0
Netherlands,1982,76.1
Netherlands,1983,76.3
Netherlands,1984,76.3
Netherlands,1985,76.4
Netherlands,1986,76.4
Netherlands,1987,76.8
Netherlands,1988,77.0
Netherlands,1989,76.8
Netherlands,1990,77.0
Netherlands,1991,77.2
Netherlands,1992,77.4
Netherlands,1993,77.0
Netherlands,1994,77.5
Netherlands,1995,77.5
Netherlands,1996,77.5
Netherlands,1997,77.9
Netherlands,1998,78.0
Netherlands,1999,78.0
Netherlands,2000,78.1
Netherlands,2001,78.3
Netherlands,2002,78.4
Netherlands,2003,78.7
Netherlands,2004,79.2
Netherlands,2005,79.5
Netherlands,2006,79.8
Netherlands,2007,80.2
Netherlands,2008,80.4
Netherlands,2009,80.7
Netherlands,2010,80.8
Netherlands,2011,81.1
Netherlands,2012,81.0
Netherlands,2013,81.3
Netherlands,2014,81.6
Netherlands,2015,81.5
Netherlands,2016,81.5
Netherlands,2017,81.7
Netherlands,2018,81.8
Netherlands,2019,82.0
Netherlands,2020,81.6
Netherlands,2021,81.7
New Zealand,1950,69.3
New Zealand,1951,69.1
New Zealand,1952,69.4
New Zealand,1953,70.2
New Zealand,1954,70.3
New Zealand,1955,70.5
New Zealand,1956,70.7
New Zealand,1957,70.3
New Zealand,1958,70.9
New Zealand,1959,70.8
New Zealand,1960,71.2
New Zealand,1961,70.9
New Zealand,1962,71.2
New Zealand,1963,71.3
New Zealand,1964,71.3
New Zealand,1965,71.2
New Zealand,1966,71.1
New Zealand,1967,71.4
New Zealand,1968,71.1
New Zealand,1969,71.5
New Zealand,1970,71.2
New Zealand,1971,71.7
New Zealand,1972,71.8
New Zealand,1973,71.7
New Zealand,1974,71.9
New Zealand,1975,72.2
New Zealand,1976,72.4
New Zealand,1977,72.1
New Zealand,1978,73.0
New Zealand,1979,73.1
New Zealand,1980,72.9
New Zealand,1981,73.6
New Zealand,1982,73.7
New Zealand,1983,73.8
New Zealand,1984,74.4
New Zealand,1985,73.9
New Zealand,1986,74.1
New Zealand,1987,74.2
New Zealand,1988,74.5
New Zealand,1989,74.9
New Zealand,1990,75.4
New Zealand,1991,76.1
New Zealand,1992,76.2
New Zealand,1993,76.5
New Zealand,1994,76.9
New Zealand,1995,76.8
New Zealand,1996,76.8
New Zealand,1997,77.3
New Zealand,1998,78.2
New Zealand,1999,77.9
New Zealand,2000,78.7
New Zealand,2001,78.7
New Zealand,2002,78.9
New Zealand,2003,79.2
New Zealand,2004,79.4
New Zealand,2005,80.1
New Zealand,2006,80.0
New Zealand,2007,80.2
New Zealand,2008,80.3
New Zealand,2009,80.6
New Zealand,2010,81.1
New Zealand,2011,80.9
New Zealand,2012,81.2
New Zealand,2013,81.7
New Zealand,2014,81.8
New Zealand,2015,82.0
New Zealand,2016,82.1
New Zealand,2017,82.2
New Zealand,2018,82.4
New Zealand,2019,82.6
New Zealand,2020,82.7
New Zealand,2021,82.5
Northern Mariana Islands,1950,58.9
Northern Mariana Islands,1951,59.0
Northern Mariana Islands,1952,59.3
Northern Mariana Islands,1953,59.6
Northern Mariana Islands,1954,59.9
Northern Mariana Islands,1955,60.3
Northern Mariana Islands,1956,60.6
Northern Mariana Islands,1957,60.9
Northern Mariana Islands,1958,61.2
Northern Mariana Islands,1959,61.6
Northern Mariana Islands,1960,61.9
Northern Mariana Islands,1961,62.2
Northern Mariana Islands,1962,62.4
Northern Mariana Islands,1963,62.7
Northern Mariana Islands,1964,63.0
Northern Mariana Islands,1965,63.2
Northern Mariana Islands,1966,63.6
Northern Mariana Islands,1967,63.9
Northern Mariana Islands,1968,64.2
Northern Mariana Islands,1969,64.6
Northern Mariana Islands,1970,64.9
Northern Mariana Islands,1971,65.3
Northern Mariana Islands,1972,65.6
Northern Mariana Islands,1973,66.0
Northern Mariana Islands,1974,66.5
Northern Mariana Islands,1975,67.0
Northern Mariana Islands,1976,67.5
Northern Mariana Islands,1977,67.9
Northern Mariana Islands,1978,68.2
Northern Mariana Islands,1979,68.6
Northern Mariana Islands,1980,68.8
Northern Mariana Islands,1981,69.1
Northern Mariana Islands,1982,69.4
Northern Mariana Islands,1983,69.7
Northern Mariana Islands,1984,70.1
Northern Mariana Islands,1985,70.4
Northern Mariana Islands,1986,70.8
Northern Mariana Islands,1987,71.1
Northern Mariana Islands,1988,71.4
Northern Mariana Islands,1989,71.6
Northern Mariana Islands,1990,71.8
Northern Mariana Islands,1991,72.1
Northern Mariana Islands,1992,72.4
Northern Mariana Islands,1993,72.7
Northern Mariana Islands,1994,72.9
Northern Mariana Islands,1995,73.2
Northern Mariana Islands,1996,73.4
Northern Mariana Islands,1997,73.6
Northern Mariana Islands,1998,73.8
Northern Mariana Islands,1999,74.2
Northern Mariana Islands,2000,74.9
Northern Mariana Islands,2001,75.5
Northern Mariana Islands,2002,76.1
Northern Mariana Islands,2003,76.4
Northern Mariana Islands,2004,76.5
Northern Mariana Islands,2005,77.0
Northern Mariana Islands,2006,77.2
Northern Mariana Islands,2007,77.4
Northern Mariana Islands,2008,77.5
Northern Mariana Islands,2009,77.5
Northern Mariana Islands,2010,77.4
Northern Mariana Islands,2011,77.3
Northern Mariana Islands,2012,77.1
Northern Mariana Islands,2013,77.0
Northern Mariana Islands,2014,76.9
Northern Mariana Islands,2015,76.8
Northern Mariana Islands,2016,76.8
Northern Mariana Islands,2017,76.8
Northern Mariana Islands,2018,76.8
Northern Mariana Islands,2019,77.1
Northern Mariana Islands,2020,77.2
Northern Mariana Islands,2021,77.2
Norway,1950,71.6
Norway,1951,72.5
Norway,1952,72.7
Norway,1953,73.1
Norway,1954,73.2
Norway,1955,73.4
Norway,1956,73.5
Norway,1957,73.4
Norway,1958,73.4
Norway,1959,73.6
Norway,1960,73.6
Norway,1961,73.6
Norway,1962,73.5
Norway,1963,73.1
Norway,1964,73.6
Norway,1965,73.7
Norway,1966,74.0
Norway,1967,74.1
Norway,1968,73.9
Norway,1969,73.7
Norway,1970,74.1
Norway,1971,74.2
Norway,1972,74.3
Norway,1973,74.4
Norway,1974,74.8
Norway,1975,74.8
Norway,1976,75.0
Norway,1977,75.4
Norway,1978,75.4
Norway,1979,75.4
Norway,1980,75.7
Norway,1981,75.9
Norway,1982,76.0
Norway,1983,76.1
Norway,1984,76.2
Norway,1985,75.9
Norway,1986,76.3
Norway,1987,76.1
Norway,1988,76.3
Norway,1989,76.5
Norway,1990,76.6
Norway,1991,77.0
Norway,1992,77.2
Norway,1993,77.2
Norway,1994,77.8
Norway,1995,77.8
Norway,1996,78.2
Norway,1997,78.2
Norway,1998,78.4
Norway,1999,78.4
Norway,2000,78.7
Norway,2001,78.9
Norway,2002,79.0
Norway,2003,79.5
Norway,2004,80.0
Norway,2005,80.2
Norway,2006,80.4
Norway,2007,80.5
Norway,2008,80.7
Norway,2009,80.9
Norway,2010,81.0
Norway,2011,81.2
Norway,2012,81.4
Norway,2013,81.7
Norway,2014,82.1
Norway,2015,82.3
Norway,2016,82.4
Norway,2017,82.6
Norway,2018,82.8
Norway,2019,83.0
Norway,2020,83.2
Norway,2021,83.2
Poland,1950,59.1
Poland,1951,59.6
Poland,1952,60.0
Poland,1953,61.8
Poland,1954,61.8
Poland,1955,62.5
Poland,1956,64.1
Poland,1957,63.3
Poland,1958,65.9
Poland,1959,65.6
Poland,1960,67.8
Poland,1961,67.9
Poland,1962,67.6
Poland,1963,68.6
Poland,1964,68.8
Poland,1965,69.5
Poland,1966,69.9
Poland,1967,69.6
Poland,1968,70.2
Poland,1969,69.7
Poland,1970,69.6
Poland,1971,69.4
Poland,1972,70.5
Poland,1973,70.5
Poland,1974,71.0
Poland,1975,70.4
Poland,1976,70.4
Poland,1977,70.3
Poland,1978,70.2
Poland,1979,70.6
Poland,1980,69.9
Poland,1981,70.9
Poland,1982,71.0
Poland,1983,70.8
Poland,1984,70.6
Poland,1985,70.4
Poland,1986,70.6
Poland,1987,70.7
Poland,1988,71.0
Poland,1989,70.8
Poland,1990,70.7
Poland,1991,70.4
Poland,1992,70.9
Poland,1993,71.4
Poland,1994,71.7
Poland,1995,71.9
Poland,1996,72.2
Poland,1997,72.6
Poland,1998,73.0
Poland,1999,73.0
Poland,2000,73.7
Poland,2001,74.2
Poland,2002,74.6
Poland,2003,74.7
Poland,2004,75.0
Poland,2005,75.1
Poland,2006,75.3
Poland,2007,75.3
Poland,2008,75.6
Poland,2009,75.8
Poland,2010,76.3
Poland,2011,76.7
Poland,2012,76.7
Poland,2013,77.0
Poland,2014,77.6
Poland,2015,77.4
Poland,2016,77.8
Poland,2017,77.7
Poland,2018,77.6
Poland,2019,77.9
Poland,2020,76.9
Poland,2021,76.5
Portugal,1950,58.5
Portugal,1951,58.7
Portugal,1952,59.8
Portugal,1953,61.1
Portugal,1954,62.2
Portugal,1955,61.4
Portugal,1956,61.2
Portugal,1957,61.4
Portugal,1958,63.7
Portugal,1959,62.9
Portugal,1960,64.2
Portugal,1961,62.8
Portugal,1962,64.3
Portugal,1963,64.9
Portugal,1964,65.1
Portugal,1965,66.1
Portugal,1966,65.6
Portugal,1967,66.5
Portugal,1968,66.8
Portugal,1969,66.4
Portugal,1970,67.1
Portugal,1971,66.9
Portugal,1972,69.2
Portugal,1973,68.6
Portugal,1974,69.1
Portugal,1975,68.8
Portugal,1976,69.1
Portugal,1977,70.3
Portugal,1978,70.8
Portugal,1979,71.6
Portugal,1980,71.7
Portugal,1981,71.9
Portugal,1982,72.7
Portugal,1983,72.7
Portugal,1984,72.9
Portugal,1985,73.2
Portugal,1986,73.6
Portugal,1987,74.1
Portugal,1988,74.1
Portugal,1989,74.7
Portugal,1990,74.3
Portugal,1991,74.2
Portugal,1992,74.9
Portugal,1993,74.8
Portugal,1994,75.7
Portugal,1995,75.6
Portugal,1996,75.5
Portugal,1997,75.9
Portugal,1998,76.1
Portugal,1999,76.3
Portugal,2000,76.8
Portugal,2001,77.2
Portugal,2002,77.4
Portugal,2003,77.6
Portugal,2004,78.4
Portugal,2005,78.3
Portugal,2006,79.1
Portugal,2007,79.3
Portugal,2008,79.6
Portugal,2009,79.8
Portugal,2010,80.0
Portugal,2011,80.5
Portugal,2012,80.5
Portugal,2013,80.8
Portugal,2014,81.2
Portugal,2015,81.2
Portugal,2016,81.2
Portugal,2017,81.5
Portugal,2018,81.4
Portugal,2019,81.7
Portugal,2020,81.1
Portugal,2021,81.0
Puerto Rico,1950,60.5
Puerto Rico,1951,61.5
Puerto Rico,1952,62.4
Puerto Rico,1953,63.5
Puerto Rico,1954,64.9
Puerto Rico,1955,66.2
Puerto Rico,1956,66.8
Puerto Rico,1957,67.4
Puerto Rico,1958,68.0
Puerto Rico,1959,68.5
Puerto Rico,1960,68.9
Puerto Rico,1961,69.3
Puerto Rico,1962,69.3
Puerto Rico,1963,69.5
Puerto Rico,1964,69.7
Puerto Rico,1965,70.0
Puerto Rico,1966,70.2
Puerto Rico,1967,70.5
Puerto Rico,1968,70.7
Puerto Rico,1969,71.0
Puerto Rico,1970,71.0
Puerto Rico,1971,71.2
Puerto Rico,1972,71.3
Puerto Rico,1973,71.6
Puerto Rico,1974,71.6
Puerto Rico,1975,71.9
Puerto Rico,1976,72.3
Puerto Rico,1977,72.6
Puerto Rico,1978,72.8
Puerto Rico,1979,73.0
Puerto Rico,1980,73.2
Puerto Rico,1981,73.4
Puerto Rico,1982,73.5
Puerto Rico,1983,73.5
Puerto Rico,1984,73.5
Puerto Rico,1985,73.1
Puerto Rico,1986,73.7
Puerto Rico,1987,73.8
Puerto Rico,1988,73.9
Puerto Rico,1989,73.9
Puerto Rico,1990,73.9
Puerto Rico,1991,73.9
Puerto Rico,1992,73.9
Puerto Rico,1993,74.0
Puerto Rico,1994,74.1
Puerto Rico,1995,74.4
Puerto Rico,1996,74.6
Puerto Rico,1997,74.9
Puerto Rico,1998,75.2
Puerto Rico,1999,75.5
Puerto Rico,2000,76.0
Puerto Rico,2001,76.5
Puerto Rico,2002,76.7
Puerto Rico,2003,76.9
Puerto Rico,2004,77.1
Puerto Rico,2005,77.2
Puerto Rico,2006,77.4
Puerto Rico,2007,77.6
Puerto Rico,2008,77.8
Puerto Rico,2009,77.9
Puerto Rico,2010,78.0
Puerto Rico,2011,78.3
Puerto Rico,2012,78.5
Puerto Rico,2013,78.8
Puerto Rico,2014,78.9
Puerto Rico,2015,79.7
Puerto Rico,2016,80.3
Puerto Rico,2017,79.3
Puerto Rico,2018,79.8
Puerto Rico,2019,79.1
Puerto Rico,2020,78.0
Puerto Rico,2021,80.2
Romania,1950,62.2
Romania,1951,62.4
Romania,1952,62.5
Romania,1953,62.7
Romania,1954,62.8
Romania,1955,62.7
Romania,1956,62.8
Romania,1957,62.5
Romania,1958,65.0
Romania,1959,62.5
Romania,1960,66.0
Romania,1961,66.0
Romania,1962,65.3
Romania,1963,67.2
Romania,1964,67.9
Romania,1965,67.8
Romania,1966,69.0
Romania,1967,67.6
Romania,1968,67.6
Romania,1969,66.8
Romania,1970,67.6
Romania,1971,67.7
Romania,1972,68.5
Romania,1973,67.9
Romania,1974,69.1
Romania,1975,69.1
Romania,1976,69.2
Romania,1977,69.1
Romania,1978,69.4
Romania,1979,69.1
Romania,1980,68.6
Romania,1981,69.1
Romania,1982,69.5
