Country,Year,LE
China,1999,71.4
China,2000,71.9
China,2001,72.6
China,2002,73.0
China,2003,73.4
China,2004,73.7
China,2005,74.1
China,2006,74.5
China,2007,74.8
China,2008,74.9
China,2009,75.3
China,2010,75.6
China,2011,75.9
China,2012,76.2
China,2013,76.5
China,2014,76.7
China,2015,77.0
China,2016,77.2
China,2017,77.2
China,2018,77.7
China,2019,78.0
China,2020,78.1
China,2021,78.2
Colombia,1950,48.2
Colombia,1951,49.2
Colombia,1952,50.2
Colombia,1953,51.2
Colombia,1954,52.1
Colombia,1955,52.9
Colombia,1956,53.5
Colombia,1957,55.0
Colombia,1958,55.4
Colombia,1959,56.4
Colombia,1960,57.1
Colombia,1961,57.7
Colombia,1962,58.3
Colombia,1963,58.9
Colombia,1964,59.4
Colombia,1965,59.8
Colombia,1966,60.2
Colombia,1967,60.5
Colombia,1968,60.9
Colombia,1969,61.2
Colombia,1970,61.6
Colombia,1971,62.1
Colombia,1972,62.6
Colombia,1973,63.1
Colombia,1974,63.6
Colombia,1975,64.3
Colombia,1976,64.8
Colombia,1977,65.4
Colombia,1978,66.0
Colombia,1979,66.4
Colombia,1980,66.9
Colombia,1981,67.2
Colombia,1982,67.5
Colombia,1983,67.7
Colombia,1984,68.0
Colombia,1985,66.3
Colombia,1986,68.3
Colombia,1987,68.3
Colombia,1988,68.4
Colombia,1989,68.5
Colombia,1990,68.6
Colombia,1991,68.8
Colombia,1992,69.0
Colombia,1993,69.3
Colombia,1994,69.6
Colombia,1995,69.9
Colombia,1996,70.2
Colombia,1997,70.5
Colombia,1998,70.7
Colombia,1999,70.9
Colombia,2000,71.3
Colombia,2001,71.5
Colombia,2002,71.9
Colombia,2003,72.4
Colombia,2004,72.7
Colombia,2005,73.1
Colombia,2006,73.5
Colombia,2007,73.8
Colombia,2008,74.3
Colombia,2009,74.7
Colombia,2010,75.0
Colombia,2011,75.3
Colombia,2012,75.6
Colombia,2013,75.8
Colombia,2014,76.0
Colombia,2015,76.3
Colombia,2016,76.5
Colombia,2017,76.6
Colombia,2018,76.7
Colombia,2019,76.8
Colombia,2020,74.8
Colombia,2021,72.8
Cook Islands,1950,36.9
Cook Islands,1951,38.7
Cook Islands,1952,40.4
Cook Islands,1953,42.2
Cook Islands,1954,43.9
Cook Islands,1955,45.6
Cook Islands,1956,47.2
Cook Islands,1957,48.9
Cook Islands,1958,50.4
Cook Islands,1959,52.0
Cook Islands,1960,53.6
Cook Islands,1961,55.0
Cook Islands,1962,56.2
Cook Islands,1963,57.3
Cook Islands,1964,58.4
Cook Islands,1965,59.4
Cook Islands,1966,60.4
Cook Islands,1967,61.4
Cook Islands,1968,62.3
Cook Islands,1969,63.3
Cook Islands,1970,64.3
Cook Islands,1971,65.3
Cook Islands,1972,66.1
Cook Islands,1973,66.3
Cook Islands,1974,66.3
Cook Islands,1975,65.8
Cook Islands,1976,65.3
Cook Islands,1977,65.1
Cook Islands,1978,64.9
Cook Islands,1979,65.1
Cook Islands,1980,65.5
Cook Islands,1981,65.9
Cook Islands,1982,66.3
Cook Islands,1983,66.6
Cook Islands,1984,66.8
Cook Islands,1985,67.0
Cook Islands,1986,67.2
Cook Islands,1987,66.6
Cook Islands,1988,67.4
Cook Islands,1989,67.4
Cook Islands,1990,66.3
Cook Islands,1991,67.3
Cook Islands,1992,67.4
Cook Islands,1993,67.6
Cook Islands,1994,67.9
Cook Islands,1995,68.3
Cook Islands,1996,68.7
Cook Islands,1997,66.6
Cook Islands,1998,69.4
Cook Islands,1999,69.7
Cook Islands,2000,70.0
Cook Islands,2001,70.2
Cook Islands,2002,70.5
Cook Islands,2003,70.9
Cook Islands,2004,71.2
Cook Islands,2005,71.6
Cook Islands,2006,72.0
Cook Islands,2007,72.4
Cook Islands,2008,72.8
Cook Islands,2009,73.2
Cook Islands,2010,73.5
Cook Islands,2011,73.8
Cook Islands,2012,73.9
Cook Islands,2013,74.1
Cook Islands,2014,74.1
Cook Islands,2015,74.2
Cook Islands,2016,74.3
Cook Islands,2017,74.4
Cook Islands,2018,74.5
Cook Islands,2019,74.6
Cook Islands,2020,74.7
Cook Islands,2021,74.8
Dominica,1950,46.2
Dominica,1951,47.6
Dominica,1952,45.3
Dominica,1953,49.5
Dominica,1954,51.0
Dominica,1955,49.9
Dominica,1956,50.6
Dominica,1957,54.0
Dominica,1958,54.3
Dominica,1959,57.1
Dominica,1960,59.0
Dominica,1961,59.9
Dominica,1962,61.7
Dominica,1963,58.7
Dominica,1964,64.5
Dominica,1965,64.6
Dominica,1966,63.5
Dominica,1967,65.0
Dominica,1968,64.4
Dominica,1969,63.7
Dominica,1970,65.5
Dominica,1971,64.3
Dominica,1972,67.1
Dominica,1973,68.0
Dominica,1974,68.8
Dominica,1975,69.2
Dominica,1976,69.0
Dominica,1977,68.8
Dominica,1978,70.4
Dominica,1979,71.0
Dominica,1980,71.8
Dominica,1981,73.2
Dominica,1982,73.0
Dominica,1983,73.5
Dominica,1984,72.0
Dominica,1985,71.3
Dominica,1986,71.3
Dominica,1987,70.9
Dominica,1988,71.4
Dominica,1989,69.6
Dominica,1990,69.9
Dominica,1991,69.6
Dominica,1992,70.3
Dominica,1993,70.9
Dominica,1994,71.1
Dominica,1995,71.5
Dominica,1996,71.2
Dominica,1997,71.6
Dominica,1998,71.5
Dominica,1999,70.6
Dominica,2000,72.7
Dominica,2001,71.7
Dominica,2002,72.3
Dominica,2003,71.4
Dominica,2004,72.4
Dominica,2005,72.3
Dominica,2006,72.8
Dominica,2007,71.9
Dominica,2008,73.3
Dominica,2009,72.2
Dominica,2010,71.5
Dominica,2011,69.7
Dominica,2012,70.5
Dominica,2013,68.9
Dominica,2014,69.4
Dominica,2015,68.7
Dominica,2016,70.1
Dominica,2017,67.5
Dominica,2018,73.6
Dominica,2019,73.6
Dominica,2020,73.6
Dominica,2021,72.8
Dominican Republic,1950,44.3
Dominican Republic,1951,44.7
Dominican Republic,1952,45.3
Dominican Republic,1953,45.9
Dominican Republic,1954,46.6
Dominican Republic,1955,47.3
Dominican Republic,1956,47.9
Dominican Republic,1957,48.5
Dominican Republic,1958,49.1
Dominican Republic,1959,49.7
Dominican Republic,1960,50.3
Dominican Republic,1961,50.8
Dominican Republic,1962,51.4
Dominican Republic,1963,51.8
Dominican Republic,1964,52.5
Dominican Republic,1965,50.9
Dominican Republic,1966,53.7
Dominican Republic,1967,54.3
Dominican Republic,1968,54.9
Dominican Republic,1969,55.5
Dominican Republic,1970,56.1
Dominican Republic,1971,56.8
Dominican Republic,1972,57.4
Dominican Republic,1973,58.0
Dominican Republic,1974,58.7
Dominican Republic,1975,59.2
Dominican Republic,1976,59.8
Dominican Republic,1977,60.3
Dominican Republic,1978,60.8
Dominican Republic,1979,60.8
Dominican Republic,1980,61.8
Dominican Republic,1981,62.2
Dominican Republic,1982,62.6
Dominican Republic,1983,63.1
Dominican Republic,1984,63.6
Dominican Republic,1985,64.1
Dominican Republic,1986,64.7
Dominican Republic,1987,65.3
Dominican Republic,1988,66.0
Dominican Republic,1989,66.5
Dominican Republic,1990,67.1
Dominican Republic,1991,67.6
Dominican Republic,1992,68.1
Dominican Republic,1993,68.5
Dominican Republic,1994,68.8
Dominican Republic,1995,69.0
Dominican Republic,1996,69.1
Dominican Republic,1997,69.2
Dominican Republic,1998,69.1
Dominican Republic,1999,69.3
Dominican Republic,2000,69.4
Dominican Republic,2001,69.6
Dominican Republic,2002,69.9
Dominican Republic,2003,70.3
Dominican Republic,2004,70.3
Dominican Republic,2005,70.9
Dominican Republic,2006,71.2
Dominican Republic,2007,71.4
Dominican Republic,2008,71.7
Dominican Republic,2009,71.9
Dominican Republic,2010,72.1
Dominican Republic,2011,72.2
Dominican Republic,2012,72.5
Dominican Republic,2013,72.7
Dominican Republic,2014,72.9
Dominican Republic,2015,73.0
Dominican Republic,2016,73.0
Dominican Republic,2017,73.1
Dominican Republic,2018,73.2
Dominican Republic,2019,73.6
Dominican Republic,2020,72.9
Dominican Republic,2021,72.6
Ecuador,1950,49.2
Ecuador,1951,49.3
Ecuador,1952,49.6
Ecuador,1953,49.8
Ecuador,1954,50.2
Ecuador,1955,50.6
Ecuador,1956,51.1
Ecuador,1957,51.7
Ecuador,1958,52.3
Ecuador,1959,52.8
Ecuador,1960,53.4
Ecuador,1961,53.9
Ecuador,1962,54.4
Ecuador,1963,54.9
Ecuador,1964,55.3
Ecuador,1965,55.7
Ecuador,1966,55.9
Ecuador,1967,56.2
Ecuador,1968,56.5
Ecuador,1969,56.7
Ecuador,1970,57.2
Ecuador,1971,57.6
Ecuador,1972,58.2
Ecuador,1973,58.8
Ecuador,1974,59.5
Ecuador,1975,60.2
Ecuador,1976,60.9
Ecuador,1977,61.6
Ecuador,1978,62.2
Ecuador,1979,62.7
Ecuador,1980,63.2
Ecuador,1981,63.7
Ecuador,1982,64.1
Ecuador,1983,64.5
Ecuador,1984,65.2
Ecuador,1985,65.8
Ecuador,1986,66.5
Ecuador,1987,67.3
Ecuador,1988,68.1
Ecuador,1989,68.7
Ecuador,1990,69.3
Ecuador,1991,69.6
Ecuador,1992,70.1
Ecuador,1993,70.3
Ecuador,1994,70.8
Ecuador,1995,71.0
Ecuador,1996,71.4
Ecuador,1997,71.7
Ecuador,1998,72.0
Ecuador,1999,72.5
Ecuador,2000,72.8
Ecuador,2001,73.2
Ecuador,2002,73.6
Ecuador,2003,74.0
Ecuador,2004,74.3
Ecuador,2005,74.5
Ecuador,2006,74.7
Ecuador,2007,74.8
Ecuador,2008,75.0
Ecuador,2009,75.2
Ecuador,2010,75.4
Ecuador,2011,75.7
Ecuador,2012,76.1
Ecuador,2013,76.4
Ecuador,2014,76.6
Ecuador,2015,76.8
Ecuador,2016,76.8
Ecuador,2017,77.0
Ecuador,2018,77.1
Ecuador,2019,77.3
Ecuador,2020,72.2
Ecuador,2021,73.7
Falkland Islands,1950,49.1
Falkland Islands,1951,49.3
Falkland Islands,1952,50.0
Falkland Islands,1953,50.4
Falkland Islands,1954,50.9
Falkland Islands,1955,51.3
Falkland Islands,1956,51.8
Falkland Islands,1957,52.3
Falkland Islands,1958,52.8
Falkland Islands,1959,53.3
Falkland Islands,1960,53.7
Falkland Islands,1961,53.8
Falkland Islands,1962,54.0
Falkland Islands,1963,54.1
Falkland Islands,1964,54.4
Falkland Islands,1965,54.5
Falkland Islands,1966,54.6
Falkland Islands,1967,55.0
Falkland Islands,1968,55.0
Falkland Islands,1969,55.1
Falkland Islands,1970,55.3
Falkland Islands,1971,55.6
Falkland Islands,1972,55.7
Falkland Islands,1973,56.0
Falkland Islands,1974,56.1
Falkland Islands,1975,56.3
Falkland Islands,1976,56.2
Falkland Islands,1977,56.2
Falkland Islands,1978,55.6
Falkland Islands,1979,54.8
Falkland Islands,1980,53.9
Falkland Islands,1981,53.0
Falkland Islands,1982,52.2
Falkland Islands,1983,51.6
Falkland Islands,1984,51.2
Falkland Islands,1985,51.0
Falkland Islands,1986,50.9
Falkland Islands,1987,51.1
Falkland Islands,1988,51.4
Falkland Islands,1989,52.0
Falkland Islands,1990,53.0
Falkland Islands,1991,54.2
Falkland Islands,1992,55.9
Falkland Islands,1993,57.9
Falkland Islands,1994,60.2
Falkland Islands,1995,62.4
Falkland Islands,1996,64.6
Falkland Islands,1997,66.5
Falkland Islands,1998,68.3
Falkland Islands,1999,69.9
Falkland Islands,2000,71.3
Falkland Islands,2001,72.6
Falkland Islands,2002,73.3
Falkland Islands,2003,74.0
Falkland Islands,2004,74.7
Falkland Islands,2005,75.3
Falkland Islands,2006,75.9
Falkland Islands,2007,76.5
Falkland Islands,2008,77.0
Falkland Islands,2009,77.5
Falkland Islands,2010,77.7
Falkland Islands,2011,78.1
Falkland Islands,2012,78.2
Falkland Islands,2013,78.3
Falkland Islands,2014,78.5
Falkland Islands,2015,78.2
Falkland Islands,2016,78.4
Falkland Islands,2017,78.5
Falkland Islands,2018,78.5
Falkland Islands,2019,78.7
Falkland Islands,2020,78.4
Falkland Islands,2021,78.6
Fiji,1950,49.5
Fiji,1951,50.1
Fiji,1952,50.7
Fiji,1953,51.4
Fiji,1954,52.2
Fiji,1955,53.4
Fiji,1956,54.3
Fiji,1957,55.3
Fiji,1958,56.3
Fiji,1959,56.9
Fiji,1960,57.6
Fiji,1961,58.2
Fiji,1962,58.9
Fiji,1963,59.6
Fiji,1964,60.2
Fiji,1965,60.8
Fiji,1966,61.2
Fiji,1967,61.6
Fiji,1968,61.8
Fiji,1969,61.5
Fiji,1970,61.7
Fiji,1971,61.8
Fiji,1972,61.8
Fiji,1973,61.0
Fiji,1974,61.7
Fiji,1975,61.9
Fiji,1976,62.0
Fiji,1977,62.3
Fiji,1978,62.5
Fiji,1979,62.9
Fiji,1980,62.7
Fiji,1981,62.7
Fiji,1982,62.8
Fiji,1983,63.3
Fiji,1984,63.9
Fiji,1985,64.5
Fiji,1986,64.7
Fiji,1987,64.9
Fiji,1988,65.1
Fiji,1989,65.3
Fiji,1990,65.5
Fiji,1991,65.6
Fiji,1992,65.8
Fiji,1993,65.9
Fiji,1994,66.1
Fiji,1995,66.3
Fiji,1996,66.4
Fiji,1997,66.4
Fiji,1998,66.7
Fiji,1999,66.8
Fiji,2000,66.3
Fiji,2001,66.3
Fiji,2002,65.7
Fiji,2003,66.2
Fiji,2004,66.4
Fiji,2005,66.6
Fiji,2006,66.9
Fiji,2007,66.8
Fiji,2008,66.9
Fiji,2009,67.1
Fiji,2010,67.3
Fiji,2011,67.5
Fiji,2012,67.6
Fiji,2013,67.4
Fiji,2014,67.4
Fiji,2015,66.8
Fiji,2016,67.2
Fiji,2017,67.8
Fiji,2018,67.8
Fiji,2019,67.9
Fiji,2020,67.9
Fiji,2021,67.1
French Guiana,1950,49.2
French Guiana,1951,49.4
French Guiana,1952,50.0
French Guiana,1953,50.4
French Guiana,1954,50.9
French Guiana,1955,51.5
French Guiana,1956,52.0
French Guiana,1957,52.9
French Guiana,1958,53.9
French Guiana,1959,54.9
French Guiana,1960,56.4
French Guiana,1961,56.8
French Guiana,1962,57.9
French Guiana,1963,58.9
French Guiana,1964,60.1
French Guiana,1965,61.1
French Guiana,1966,61.8
French Guiana,1967,62.9
French Guiana,1968,63.1
French Guiana,1969,63.1
French Guiana,1970,63.6
French Guiana,1971,64.0
French Guiana,1972,64.5
French Guiana,1973,64.7
French Guiana,1974,65.3
French Guiana,1975,65.4
French Guiana,1976,65.6
French Guiana,1977,65.0
French Guiana,1978,65.1
French Guiana,1979,65.5
French Guiana,1980,66.1
French Guiana,1981,66.5
French Guiana,1982,67.0
French Guiana,1983,67.7
French Guiana,1984,68.3
French Guiana,1985,68.6
French Guiana,1986,69.1
French Guiana,1987,69.5
French Guiana,1988,69.8
French Guiana,1989,70.3
French Guiana,1990,70.6
French Guiana,1991,71.1
French Guiana,1992,71.3
French Guiana,1993,71.6
French Guiana,1994,71.9
French Guiana,1995,72.4
French Guiana,1996,72.7
French Guiana,1997,72.9
French Guiana,1998,73.1
French Guiana,1999,73.4
French Guiana,2000,73.4
French Guiana,2001,73.5
French Guiana,2002,73.7
French Guiana,2003,73.8
French Guiana,2004,73.9
French Guiana,2005,74.3
French Guiana,2006,74.7
French Guiana,2007,75.3
French Guiana,2008,75.4
French Guiana,2009,75.7
French Guiana,2010,75.8
French Guiana,2011,76.3
French Guiana,2012,76.5
French Guiana,2013,76.5
French Guiana,2014,76.7
French Guiana,2015,76.7
French Guiana,2016,76.7
French Guiana,2017,76.8
French Guiana,2018,76.8
French Guiana,2019,76.9
French Guiana,2020,77.0
French Guiana,2021,74.9
French Polynesia,1950,51.9
French Polynesia,1951,52.6
French Polynesia,1952,53.7
French Polynesia,1953,54.8
French Polynesia,1954,55.8
French Polynesia,1955,56.7
French Polynesia,1956,57.5
French Polynesia,1957,58.2
French Polynesia,1958,58.8
French Polynesia,1959,59.3
French Polynesia,1960,59.7
French Polynesia,1961,60.0
French Polynesia,1962,60.3
French Polynesia,1963,60.5
French Polynesia,1964,60.8
French Polynesia,1965,61.0
French Polynesia,1966,61.3
French Polynesia,1967,61.6
French Polynesia,1968,61.9
French Polynesia,1969,62.2
French Polynesia,1970,62.4
French Polynesia,1971,62.7
French Polynesia,1972,62.9
French Polynesia,1973,63.2
French Polynesia,1974,63.5
French Polynesia,1975,63.9
French Polynesia,1976,64.4
French Polynesia,1977,64.9
French Polynesia,1978,65.5
French Polynesia,1979,66.2
French Polynesia,1980,67.1
French Polynesia,1981,68.0
French Polynesia,1982,68.9
French Polynesia,1983,69.8
French Polynesia,1984,70.8
French Polynesia,1985,71.6
French Polynesia,1986,72.5
French Polynesia,1987,72.9
French Polynesia,1988,73.5
French Polynesia,1989,73.8
French Polynesia,1990,74.0
French Polynesia,1991,74.1
French Polynesia,1992,74.4
French Polynesia,1993,74.8
French Polynesia,1994,75.3
French Polynesia,1995,76.0
French Polynesia,1996,76.8
French Polynesia,1997,77.7
French Polynesia,1998,78.4
French Polynesia,1999,79.2
French Polynesia,2000,79.5
French Polynesia,2001,79.7
French Polynesia,2002,79.7
French Polynesia,2003,79.7
French Polynesia,2004,79.7
French Polynesia,2005,79.7
French Polynesia,2006,79.8
French Polynesia,2007,80.0
French Polynesia,2008,80.3
French Polynesia,2009,80.7
French Polynesia,2010,81.0
French Polynesia,2011,81.4
French Polynesia,2012,81.8
French Polynesia,2013,82.0
French Polynesia,2014,82.2
French Polynesia,2015,82.4
French Polynesia,2016,82.5
French Polynesia,2017,82.6
French Polynesia,2018,82.8
French Polynesia,2019,83.0
French Polynesia,2020,82.2
French Polynesia,2021,79.5
Georgia,1950,57.7
Georgia,1951,58.0
Georgia,1952,58.2
Georgia,1953,58.6
Georgia,1954,59.0
Georgia,1955,59.3
Georgia,1956,59.7
Georgia,1957,60.1
Georgia,1958,60.5
Georgia,1959,60.9
Georgia,1960,61.2
Georgia,1961,61.4
Georgia,1962,61.9
Georgia,1963,62.2
Georgia,1964,62.3
Georgia,1965,62.9
Georgia,1966,63.1
Georgia,1967,63.3
Georgia,1968,63.8
Georgia,1969,64.2
Georgia,1970,64.4
Georgia,1971,64.8
Georgia,1972,65.1
Georgia,1973,65.4
Georgia,1974,65.6
Georgia,1975,65.9
Georgia,1976,66.0
Georgia,1977,66.5
Georgia,1978,66.7
Georgia,1979,67.1
Georgia,1980,67.2
Georgia,1981,67.6
Georgia,1982,67.9
Georgia,1983,67.9
Georgia,1984,68.0
Georgia,1985,68.4
Georgia,1986,68.4
Georgia,1987,68.3
Georgia,1988,68.5
Georgia,1989,68.4
Georgia,1990,68.4
Georgia,1991,68.2
Georgia,1992,67.8
Georgia,1993,67.7
Georgia,1994,68.6
Georgia,1995,68.9
Georgia,1996,69.0
Georgia,1997,69.1
Georgia,1998,69.1
Georgia,1999,69.3
Georgia,2000,69.6
Georgia,2001,69.6
Georgia,2002,70.0
Georgia,2003,70.3
Georgia,2004,70.6
Georgia,2005,71.1
Georgia,2006,71.4
Georgia,2007,71.6
Georgia,2008,71.3
Georgia,2009,71.9
Georgia,2010,72.1
Georgia,2011,72.4
Georgia,2012,72.4
Georgia,2013,72.6
Georgia,2014,73.1
Georgia,2015,73.3
Georgia,2016,73.6
Georgia,2017,73.6
Georgia,2018,73.3
Georgia,2019,73.5
Georgia,2020,72.8
Georgia,2021,71.7
Greenland,1950,45.9
Greenland,1951,46.3
Greenland,1952,46.8
Greenland,1953,46.8
Greenland,1954,48.8
Greenland,1955,50.5
Greenland,1956,52.8
Greenland,1957,55.6
Greenland,1958,57.0
Greenland,1959,58.7
Greenland,1960,59.9
Greenland,1961,59.8
Greenland,1962,59.5
Greenland,1963,59.4
Greenland,1964,60.3
Greenland,1965,61.1
Greenland,1966,61.8
Greenland,1967,61.5
Greenland,1968,62.7
Greenland,1969,63.2
Greenland,1970,63.5
Greenland,1971,63.7
Greenland,1972,63.8
Greenland,1973,63.3
Greenland,1974,62.9
Greenland,1975,62.4
Greenland,1976,62.8
Greenland,1977,63.0
Greenland,1978,63.2
Greenland,1979,63.4
Greenland,1980,63.4
Greenland,1981,63.6
Greenland,1982,63.5
Greenland,1983,63.3
Greenland,1984,63.3
Greenland,1985,63.6
Greenland,1986,63.9
Greenland,1987,63.9
Greenland,1988,64.4
Greenland,1989,64.7
Greenland,1990,63.7
Greenland,1991,64.4
Greenland,1992,67.0
Greenland,1993,65.9
Greenland,1994,65.5
Greenland,1995,65.6
Greenland,1996,65.8
Greenland,1997,65.9
Greenland,1998,65.8
Greenland,1999,66.8
Greenland,2000,67.5
Greenland,2001,68.2
Greenland,2002,68.9
Greenland,2003,69.7
Greenland,2004,69.5
Greenland,2005,69.1
Greenland,2006,69.8
Greenland,2007,69.6
Greenland,2008,70.4
Greenland,2009,70.3
Greenland,2010,70.3
Greenland,2011,70.8
Greenland,2012,71.4
Greenland,2013,72.0
Greenland,2014,71.9
Greenland,2015,72.1
Greenland,2016,72.2
Greenland,2017,72.6
Greenland,2018,72.2
Greenland,2019,72.2
Greenland,2020,72.3
Greenland,2021,72.4
Grenada,1950,52.8
Grenada,1951,53.4
Grenada,1952,54.3
Grenada,1953,54.6
Grenada,1954,55.6
Grenada,1955,56.7
Grenada,1956,58.0
Grenada,1957,58.7
Grenada,1958,58.9
Grenada,1959,59.8
Grenada,1960,60.8
Grenada,1961,61.8
Grenada,1962,62.9
Grenada,1963,64.1
Grenada,1964,64.8
Grenada,1965,64.7
Grenada,1966,64.7
Grenada,1967,64.7
Grenada,1968,65.5
Grenada,1969,65.9
Grenada,1970,66.2
Grenada,1971,66.5
Grenada,1972,66.8
Grenada,1973,67.2
Grenada,1974,67.6
Grenada,1975,68.0
Grenada,1976,68.2
Grenada,1977,67.5
Grenada,1978,67.7
Grenada,1979,67.9
Grenada,1980,68.1
Grenada,1981,68.5
Grenada,1982,68.7
Grenada,1983,64.2
Grenada,1984,69.3
Grenada,1985,69.6
Grenada,1986,69.8
Grenada,1987,69.9
Grenada,1988,70.2
Grenada,1989,70.4
Grenada,1990,70.7
Grenada,1991,71.0
Grenada,1992,71.3
Grenada,1993,71.6
Grenada,1994,71.8
Grenada,1995,72.1
Grenada,1996,72.3
Grenada,1997,72.6
Grenada,1998,72.8
Grenada,1999,72.9
Grenada,2000,72.8
Grenada,2001,73.1
Grenada,2002,73.2
Grenada,2003,73.2
Grenada,2004,71.8
Grenada,2005,73.5
Grenada,2006,73.7
Grenada,2007,74.3
Grenada,2008,74.7
Grenada,2009,75.0
Grenada,2010,75.0
Grenada,2011,75.3
Grenada,2012,75.0
Grenada,2013,75.1
Grenada,2014,75.0
Grenada,2015,75.0
Grenada,2016,74.8
Grenada,2017,74.8
Grenada,2018,74.8
Grenada,2019,74.9
Grenada,2020,74.9
Grenada,2021,74.9
Guadeloupe,1950,49.7
Guadeloupe,1951,50.2
Guadeloupe,1952,51.0
Guadeloupe,1953,52.2
Guadeloupe,1954,53.8
Guadeloupe,1955,55.4
Guadeloupe,1956,56.3
Guadeloupe,1957,57.4
Guadeloupe,1958,58.6
Guadeloupe,1959,59.8
Guadeloupe,1960,60.6
Guadeloupe,1961,61.0
Guadeloupe,1962,61.3
Guadeloupe,1963,61.5
Guadeloupe,1964,61.3
Guadeloupe,1965,62.1
Guadeloupe,1966,62.1
Guadeloupe,1967,62.9
Guadeloupe,1968,63.3
Guadeloupe,1969,64.3
Guadeloupe,1970,64.6
Guadeloupe,1971,65.2
Guadeloupe,1972,65.8
Guadeloupe,1973,66.3
Guadeloupe,1974,66.7
Guadeloupe,1975,67.6
Guadeloupe,1976,68.3
Guadeloupe,1977,68.5
Guadeloupe,1978,69.0
Guadeloupe,1979,69.5
Guadeloupe,1980,70.1
Guadeloupe,1981,70.4
Guadeloupe,1982,70.9
Guadeloupe,1983,71.4
Guadeloupe,1984,72.0
Guadeloupe,1985,72.4
Guadeloupe,1986,72.8
Guadeloupe,1987,73.1
Guadeloupe,1988,73.5
Guadeloupe,1989,73.8
Guadeloupe,1990,74.2
Guadeloupe,1991,74.5
Guadeloupe,1992,74.8
Guadeloupe,1993,75.1
Guadeloupe,1994,75.5
Guadeloupe,1995,75.8
Guadeloupe,1996,76.1
Guadeloupe,1997,76.4
Guadeloupe,1998,76.7
Guadeloupe,1999,77.0
Guadeloupe,2000,77.4
Guadeloupe,2001,77.7
Guadeloupe,2002,78.1
Guadeloupe,2003,78.4
Guadeloupe,2004,78.7
Guadeloupe,2005,78.7
Guadeloupe,2006,79.0
Guadeloupe,2007,79.5
Guadeloupe,2008,79.9
Guadeloupe,2009,80.0
Guadeloupe,2010,80.5
Guadeloupe,2011,81.0
Guadeloupe,2012,81.6
Guadeloupe,2013,81.4
Guadeloupe,2014,81.8
Guadeloupe,2015,81.9
Guadeloupe,2016,82.6
Guadeloupe,2017,82.5
Guadeloupe,2018,82.5
Guadeloupe,2019,82.8
Guadeloupe,2020,82.4
Guadeloupe,2021,80.5
Guam,1950,55.9
Guam,1951,56.4
Guam,1952,56.9
Guam,1953,57.4
Guam,1954,57.8
Guam,1955,58.4
Guam,1956,58.9
Guam,1957,59.4
Guam,1958,59.9
Guam,1959,60.4
Guam,1960,60.9
Guam,1961,61.4
Guam,1962,61.7
Guam,1963,62.4
Guam,1964,62.9
Guam,1965,62.9
Guam,1966,62.8
Guam,1967,63.6
Guam,1968,64.2
Guam,1969,64.5
Guam,1970,64.8
Guam,1971,65.2
Guam,1972,65.4
Guam,1973,65.8
Guam,1974,66.0
Guam,1975,66.6
Guam,1976,67.0
Guam,1977,67.9
Guam,1978,68.7
Guam,1979,69.6
Guam,1980,69.9
Guam,1981,70.1
Guam,1982,70.3
Guam,1983,70.6
Guam,1984,70.8
Guam,1985,71.1
Guam,1986,71.3
Guam,1987,71.6
Guam,1988,71.9
Guam,1989,72.2
Guam,1990,72.5
Guam,1991,72.5
Guam,1992,72.7
Guam,1993,73.0
Guam,1994,73.1
Guam,1995,73.3
Guam,1996,73.1
Guam,1997,73.3
Guam,1998,73.6
Guam,1999,74.1
Guam,2000,74.4
Guam,2001,75.4
Guam,2002,75.8
Guam,2003,76.5
Guam,2004,76.9
Guam,2005,77.2
Guam,2006,77.1
Guam,2007,77.1
Guam,2008,77.2
Guam,2009,77.1
Guam,2010,76.9
Guam,2011,76.9
Guam,2012,76.7
Guam,2013,76.7
Guam,2014,76.7
Guam,2015,76.6
Guam,2016,76.9
Guam,2017,77.2
Guam,2018,77.4
Guam,2019,77.7
Guam,2020,76.6
Guam,2021,76.7
Guyana,1950,49.5
Guyana,1951,50.5
Guyana,1952,51.5
Guyana,1953,52.6
Guyana,1954,53.6
Guyana,1955,54.4
Guyana,1956,55.5
Guyana,1957,56.5
Guyana,1958,56.9
Guyana,1959,57.5
Guyana,1960,58.0
Guyana,1961,58.5
Guyana,1962,58.9
Guyana,1963,59.2
Guyana,1964,59.5
Guyana,1965,59.7
Guyana,1966,59.9
Guyana,1967,60.1
Guyana,1968,60.3
Guyana,1969,60.4
Guyana,1970,60.5
Guyana,1971,60.6
Guyana,1972,60.6
Guyana,1973,60.7
Guyana,1974,60.8
Guyana,1975,60.8
Guyana,1976,60.9
Guyana,1977,61.0
Guyana,1978,61.1
Guyana,1979,61.1
Guyana,1980,61.2
Guyana,1981,61.3
Guyana,1982,61.4
Guyana,1983,61.5
Guyana,1984,61.6
Guyana,1985,61.7
Guyana,1986,61.8
Guyana,1987,61.9
Guyana,1988,62.1
Guyana,1989,62.2
Guyana,1990,62.4
Guyana,1991,62.6
Guyana,1992,62.8
Guyana,1993,63.2
Guyana,1994,63.4
Guyana,1995,63.1
Guyana,1996,63.2
Guyana,1997,63.4
Guyana,1998,63.9
Guyana,1999,64.2
Guyana,2000,64.5
Guyana,2001,64.8
Guyana,2002,64.7
Guyana,2003,64.6
Guyana,2004,64.9
Guyana,2005,65.1
