Country,ds,y_tst,yhat,level_1,adjustment_Forecasts_test,final_prediction
Martinique,2014-01-01,82.3,80.69473022952187,2.0,2.530674435295003,83.22540466481686
Monaco,2014-01-01,84.9,80.69473022952187,2.0,7.122876532950565,87.81760676247244
Montenegro,2014-01-01,76.7,80.69473022952187,2.0,-5.873530712522985,74.82119951699889
Netherlands,2014-01-01,81.6,80.69473022952187,2.0,1.6431915117977383,82.3379217413196
New Zealand,2014-01-01,81.8,80.69473022952187,2.0,3.1119648050917865,83.80669503461365
Northern Mariana Islands,2014-01-01,76.9,80.69473022952187,2.0,-0.3624597875903399,80.33227044193153
Norway,2014-01-01,82.1,80.69473022952187,2.0,2.4377046819521073,83.13243491147398
Poland,2014-01-01,77.6,80.69473022952187,2.0,-4.786637675958807,75.90809255356307
Portugal,2014-01-01,81.2,80.69473022952187,2.0,0.9628848902067411,81.6576151197286
Puerto Rico,2014-01-01,78.9,80.69473022952187,2.0,-2.397008779053663,78.2977214504682
Romania,2014-01-01,74.9,80.69473022952187,2.0,-7.556380631311226,73.13834959821064
Saint Barthlemy,2014-01-01,79.3,80.69473022952187,2.0,-0.03909850230414946,80.65563172721772
Saint Helena,2014-01-01,75.6,80.69473022952187,2.0,-0.7489840661277762,79.94574616339409
Saint Martin (French part),2014-01-01,80.0,80.69473022952187,2.0,-0.7867147169549996,79.90801551256686
Saint Pierre and Miquelon,2014-01-01,76.9,80.69473022952187,2.0,-2.1733756075142923,78.52135462200758
San Marino,2014-01-01,82.9,80.69473022952187,2.0,3.34438238145602,84.03911261097788
Serbia,2014-01-01,75.7,80.69473022952187,2.0,-6.00287459708897,74.69185563243289
Singapore,2014-01-01,82.7,80.69473022952187,2.0,1.1201424825615085,81.81487271208337
Sint Maarten (Dutch part),2014-01-01,76.8,80.69473022952187,2.0,-5.282269711163153,75.41246051835871
Slovakia,2014-01-01,76.8,80.69473022952187,2.0,-4.974235019893733,75.72049520962813
Slovenia,2014-01-01,80.9,80.69473022952187,2.0,0.03442937725063455,80.7291596067725
Spain,2014-01-01,82.9,80.69473022952187,2.0,1.9501383432801958,82.64486857280207
Sweden,2014-01-01,82.2,80.69473022952187,2.0,2.9017878390118605,83.59651806853373
Switzerland,2014-01-01,83.1,80.69473022952187,2.0,3.5735939821460043,84.26832421166787
Taiwan,2014-01-01,79.6,80.69473022952187,2.0,-1.8758119601621743,78.8189182693597
Ukraine,2014-01-01,72.6,80.69473022952187,2.0,-12.424175134093828,68.27055509542804
United Kingdom,2014-01-01,81.2,80.69473022952187,2.0,1.8062769918914157,82.50100722141329
United States,2014-01-01,79.0,80.69473022952187,2.0,-0.13307734317947695,80.56165288634239
United States Virgin Islands,2014-01-01,73.9,80.69473022952187,2.0,-5.609272540983611,75.08545768853826
Uruguay,2014-01-01,77.4,80.69473022952187,2.0,-1.3709701027423145,79.32376012677955
Vatican,2014-01-01,82.6,80.69473022952187,2.0,3.0141844356727328,83.7089146651946
American Samoa,2015-01-01,72.5,80.9224885290893,3.0,-7.843292003475115,73.0791965256142
Andorra,2015-01-01,83.0,80.9224885290893,3.0,3.6498168013900436,84.57230533047935
Antigua and Barbuda,2015-01-01,77.9,80.9224885290893,3.0,-5.472618418070569,75.44987011101874
Argentina,2015-01-01,76.8,80.9224885290893,3.0,-1.915176918863792,79.00731161022551
Aruba,2015-01-01,75.7,80.9224885290893,3.0,-6.167051871647658,74.75543665744165
Australia,2015-01-01,82.7,80.9224885290893,3.0,4.564228110599076,85.48671663968838
Austria,2015-01-01,81.2,80.9224885290893,3.0,2.5164326320163193,83.43892116110563
Barbados,2015-01-01,76.7,80.9224885290893,3.0,-6.237464823978247,74.68502370511106
Belarus,2015-01-01,74.0,80.9224885290893,3.0,-13.01160525421168,67.91088327487762
Belgium,2015-01-01,80.9,80.9224885290893,3.0,1.6832470064969383,82.60573553558625
Bermuda,2015-01-01,80.9,80.9224885290893,3.0,-0.28304822656191053,80.63944030252739
Bonaire Sint Eustatius and Saba,2015-01-01,77.5,80.9224885290893,3.0,-5.69546016846718,75.22702836062213
Bulgaria,2015-01-01,74.6,80.9224885290893,3.0,-8.722508640552999,72.1999798885363
Canada,2015-01-01,81.9,80.9224885290893,3.0,2.54567547405001,83.46816400313932
Costa Rica,2015-01-01,79.1,80.9224885290893,3.0,-0.943309945607016,79.9791785834823
Croatia,2015-01-01,77.6,80.9224885290893,3.0,-3.6718953029387316,77.25059322615057
Cuba,2015-01-01,77.8,80.9224885290893,3.0,-2.244928514769209,78.6775600143201
Curacao,2015-01-01,76.1,80.9224885290893,3.0,-5.710076867870365,75.21241166121894
Cyprus,2015-01-01,81.0,80.9224885290893,3.0,0.08238861713379286,81.0048771462231
Czechia,2015-01-01,78.6,80.9224885290893,3.0,-1.2015017092241433,79.72098681986516
Denmark,2015-01-01,80.7,80.9224885290893,3.0,-0.08085692566291502,80.84163160342639
Estonia,2015-01-01,77.7,80.9224885290893,3.0,-4.898772852610108,76.0237156764792
Faeroe Islands,2015-01-01,79.7,80.9224885290893,3.0,-5.2835269981868995,75.6389615309024
Finland,2015-01-01,81.4,80.9224885290893,3.0,1.4529474673264335,82.37543599641575
France,2015-01-01,82.2,80.9224885290893,3.0,2.8156896861071257,83.73817821519643
Germany,2015-01-01,80.6,80.9224885290893,3.0,1.9813722897937582,82.90386081888306
Gibraltar,2015-01-01,80.4,80.9224885290893,3.0,3.80006987988215,84.72255840897145
Greece,2015-01-01,80.7,80.9224885290893,3.0,0.9207616434992792,81.84325017258858
Guernsey,2015-01-01,82.3,80.9224885290893,3.0,4.730717401979302,85.65320593106861
Hong Kong,2015-01-01,84.3,80.9224885290893,3.0,3.0857527668656033,84.00824129595492
Hungary,2015-01-01,75.7,80.9224885290893,3.0,-6.126527678099268,74.79596085099004
Iceland,2015-01-01,82.4,80.9224885290893,3.0,3.496909703860393,84.4193982329497
Ireland,2015-01-01,81.4,80.9224885290893,3.0,1.4478771624990512,82.37036569158836
Isle of Man,2015-01-01,78.9,80.9224885290893,3.0,2.1166484097605225,83.03913693884984
Israel,2015-01-01,82.1,80.9224885290893,3.0,3.5236338010878585,84.44612233017716
Italy,2015-01-01,82.5,80.9224885290893,3.0,3.6447250132205165,84.56721354230983
Japan,2015-01-01,83.9,80.9224885290893,3.0,2.987609069275514,83.91009759836481
Jersey,2015-01-01,80.9,80.9224885290893,3.0,3.7429631430837818,84.66545167217309
Latvia,2015-01-01,74.7,80.9224885290893,3.0,-7.749231557377046,73.17325697171226
Liechtenstein,2015-01-01,82.8,80.9224885290893,3.0,6.204385906927549,87.12687443601686
Lithuania,2015-01-01,74.6,80.9224885290893,3.0,-8.35581938883433,72.56666914025497
Luxembourg,2015-01-01,81.8,80.9224885290893,3.0,2.8984225088766307,83.82091103796594
Macao,2015-01-01,84.0,80.9224885290893,3.0,5.0268898258668875,85.9493783549562
Malta,2015-01-01,83.0,80.9224885290893,3.0,2.385944700460827,83.30843322955013
Martinique,2015-01-01,82.2,80.9224885290893,3.0,2.6066716400997176,83.52916016918903
Monaco,2015-01-01,85.3,80.9224885290893,3.0,7.418588048651506,88.34107657774081
Montenegro,2015-01-01,76.8,80.9224885290893,3.0,-6.206049567500195,74.7164389615891
Netherlands,2015-01-01,81.5,80.9224885290893,3.0,1.6840808434690633,82.60656937255837
New Zealand,2015-01-01,82.0,80.9224885290893,3.0,3.3206719328397662,84.24316046192908
Northern Mariana Islands,2015-01-01,76.8,80.9224885290893,3.0,-0.21988672848832813,80.70260180060097
Norway,2015-01-01,82.3,80.9224885290893,3.0,2.531343251869762,83.45383178095906
Poland,2015-01-01,77.4,80.9224885290893,3.0,-4.923960772833729,75.99852775625558
Portugal,2015-01-01,81.2,80.9224885290893,3.0,1.0087045308604647,81.93119305994978
Puerto Rico,2015-01-01,79.7,80.9224885290893,3.0,-2.530959856840674,78.39152867224863
Romania,2015-01-01,74.8,80.9224885290893,3.0,-7.6822264297046186,73.2402620993847
Saint Barthlemy,2015-01-01,79.5,80.9224885290893,3.0,-0.0685080172999939,80.85398051178932
Saint Helena,2015-01-01,75.2,80.9224885290893,3.0,-0.5680823638286658,80.35440616526064
Saint Martin (French part),2015-01-01,79.3,80.9224885290893,3.0,-0.8140385378106819,80.10844999127862
Saint Pierre and Miquelon,2015-01-01,76.8,80.9224885290893,3.0,-2.21195276497696,78.71053576411235
San Marino,2015-01-01,82.9,80.9224885290893,3.0,3.3390623819596588,84.26155091104897
Serbia,2015-01-01,75.8,80.9224885290893,3.0,-6.104363007101309,74.818125521988
Singapore,2015-01-01,82.8,80.9224885290893,3.0,1.018801701669565,81.94129023075887
Sint Maarten (Dutch part),2015-01-01,77.0,80.9224885290893,3.0,-5.504790549218099,75.4176979798712
Slovakia,2015-01-01,76.6,80.9224885290893,3.0,-5.061271200045328,75.86121732904398
Slovenia,2015-01-01,80.8,80.9224885290893,3.0,0.0874612827679977,81.00994981185731
Spain,2015-01-01,82.6,80.9224885290893,3.0,1.8830130505401486,82.80550157962945
Sweden,2015-01-01,82.2,80.9224885290893,3.0,2.9619095622119813,83.88439809130129
Switzerland,2015-01-01,82.8,80.9224885290893,3.0,3.6417836839918403,84.56427221308115
Taiwan,2015-01-01,79.9,80.9224885290893,3.0,-2.0461561343204684,78.87633239476884
Ukraine,2015-01-01,73.5,80.9224885290893,3.0,-12.772374310644405,68.1501142184449
United Kingdom,2015-01-01,80.9,80.9224885290893,3.0,1.9206214115736193,82.84310994066293
United States,2015-01-01,78.9,80.9224885290893,3.0,-0.10961202500567158,80.81287650408363
United States Virgin Islands,2015-01-01,74.7,80.9224885290893,3.0,-5.691744494598478,75.23074403449083
Uruguay,2015-01-01,77.5,80.9224885290893,3.0,-1.2828883999395648,79.63960012914974
Vatican,2015-01-01,82.4,80.9224885290893,3.0,3.0904795742993096,84.01296810338862
American Samoa,2016-01-01,72.4,81.13334038473354,4.0,-8.01024243912267,73.12309794561088
Andorra,2016-01-01,83.0,81.13334038473354,4.0,3.6104341366372044,84.74377452137075
Antigua and Barbuda,2016-01-01,78.2,81.13334038473354,4.0,-5.836556621591005,75.29678376314254
Argentina,2016-01-01,76.3,81.13334038473354,4.0,-1.7946471065951508,79.3386932781384
Aruba,2016-01-01,75.6,81.13334038473354,4.0,-6.446371125129061,74.68696925960448
Australia,2016-01-01,82.9,81.13334038473354,4.0,4.763685754576813,85.89702613931036
Austria,2016-01-01,81.6,81.13334038473354,4.0,2.6480172370375987,83.78135762177114
Barbados,2016-01-01,76.8,81.13334038473354,4.0,-6.580166232278211,74.55317415245533
Belarus,2016-01-01,74.3,81.13334038473354,4.0,-13.489028543728441,67.6443118410051
Belgium,2016-01-01,81.3,81.13334038473354,4.0,1.7709449208027987,82.90428530553635
Bermuda,2016-01-01,80.6,81.13334038473354,4.0,-0.45484642164639766,80.67849396308715
Bonaire Sint Eustatius and Saba,2016-01-01,75.5,81.13334038473354,4.0,-6.003397987963038,75.1299423967705
Bulgaria,2016-01-01,74.8,81.13334038473354,4.0,-9.043401859686236,72.0899385250473
Canada,2016-01-01,82.0,81.13334038473354,4.0,2.5922877162499036,83.72562810098344
Costa Rica,2016-01-01,79.5,81.13334038473354,4.0,-1.1560968623303403,79.9772435224032
Croatia,2016-01-01,78.2,81.13334038473354,4.0,-3.7735115899876597,77.35982879474588
Cuba,2016-01-01,77.6,81.13334038473354,4.0,-2.3833550527561633,78.74998533197738
Curacao,2016-01-01,76.0,81.13334038473354,4.0,-5.884571655208886,75.24876872952466
Cyprus,2016-01-01,81.1,81.13334038473354,4.0,0.07504517010400225,81.20838555483755
Czechia,2016-01-01,79.0,81.13334038473354,4.0,-1.074941924151997,80.05839846058154
Denmark,2016-01-01,80.9,81.13334038473354,4.0,-0.041300112059631466,81.09204027267391
Estonia,2016-01-01,77.8,81.13334038473354,4.0,-4.825678968044119,76.30766141668943
Faeroe Islands,2016-01-01,80.2,81.13334038473354,4.0,-5.744625701946563,75.38871468278698
Finland,2016-01-01,81.3,81.13334038473354,4.0,1.5186735098587303,82.65201389459227
France,2016-01-01,82.4,81.13334038473354,4.0,2.890034404824861,84.0233747895584
Germany,2016-01-01,80.8,81.13334038473354,4.0,2.0925197048676676,83.22586008960121
Gibraltar,2016-01-01,81.7,81.13334038473354,4.0,3.9337702399838848,85.06711062471743
Greece,2016-01-01,81.2,81.13334038473354,4.0,0.8570643209689978,81.99040470570255
Guernsey,2016-01-01,82.6,81.13334038473354,4.0,4.934691584195818,86.06803196892936
Hong Kong,2016-01-01,84.5,81.13334038473354,4.0,3.0061218868827266,84.13946227161627
Hungary,2016-01-01,76.2,81.13334038473354,4.0,-6.177062558233236,74.95627782650031
Iceland,2016-01-01,82.0,81.13334038473354,4.0,3.5779371584699486,84.7112775432035
Ireland,2016-01-01,81.5,81.13334038473354,4.0,1.5684445115962777,82.70178489632983
Isle of Man,2016-01-01,80.3,81.13334038473354,4.0,2.4687706177129782,83.60211100244652
Israel,2016-01-01,82.5,81.13334038473354,4.0,3.6736544974943954,84.80699488222794
Italy,2016-01-01,83.0,81.13334038473354,4.0,3.7409168744176657,84.87425725915121
Japan,2016-01-01,84.1,81.13334038473354,4.0,2.8504819193674296,83.98382230410097
Jersey,2016-01-01,80.6,81.13334038473354,4.0,3.9696751215028594,85.1030155062364
Latvia,2016-01-01,74.8,81.13334038473354,4.0,-7.766906367253403,73.36643401748015
Liechtenstein,2016-01-01,82.4,81.13334038473354,4.0,6.5547993628969285,87.68813974763047
Lithuania,2016-01-01,74.9,81.13334038473354,4.0,-8.56665376092267,72.56668662381088
Luxembourg,2016-01-01,82.1,81.13334038473354,4.0,3.095306401249021,84.22864678598256
Macao,2016-01-01,84.2,81.13334038473354,4.0,5.109017495152474,86.24235787988601
Malta,2016-01-01,83.1,81.13334038473354,4.0,2.4916949963486164,83.62503538108216
Martinique,2016-01-01,82.2,81.13334038473354,4.0,2.679216715771446,83.81255710050499
Monaco,2016-01-01,85.7,81.13334038473354,4.0,7.72264108181612,88.85598146654966
Montenegro,2016-01-01,76.7,81.13334038473354,4.0,-6.5484203054569345,74.58492007927661
Netherlands,2016-01-01,81.5,81.13334038473354,4.0,1.7290100664803205,82.86235045121387
New Zealand,2016-01-01,82.1,81.13334038473354,4.0,3.5369156216161755,84.67025600634972
Northern Mariana Islands,2016-01-01,76.8,81.13334038473354,4.0,-0.07566149807358169,81.05767888665996
Norway,2016-01-01,82.4,81.13334038473354,4.0,2.6306739631336447,83.76401434786719
Poland,2016-01-01,77.8,81.13334038473354,4.0,-5.064390534108942,76.0689498506246
Portugal,2016-01-01,81.2,81.13334038473354,4.0,1.0528362733247691,82.18617665805832
Puerto Rico,2016-01-01,80.3,81.13334038473354,4.0,-2.668208903074715,78.46513148165883
Romania,2016-01-01,75.2,81.13334038473354,4.0,-7.809206202311705,73.32413418242184
Saint Barthlemy,2016-01-01,79.6,81.13334038473354,4.0,-0.10363611467855449,81.02970427005499
Saint Helena,2016-01-01,75.8,81.13334038473354,4.0,-0.38025326735665566,80.7530871173769
Saint Martin (French part),2016-01-01,79.5,81.13334038473354,4.0,-0.8415934816549567,80.29174690307859
Saint Pierre and Miquelon,2016-01-01,77.1,81.13334038473354,4.0,-2.253516972627234,78.8798234121063
San Marino,2016-01-01,83.0,81.13334038473354,4.0,3.333681158872857,84.4670215436064
Serbia,2016-01-01,76.3,81.13334038473354,4.0,-6.208450271964948,74.9248901127686
Singapore,2016-01-01,83.0,81.13334038473354,4.0,0.9095267998791279,82.04286718461267
Sint Maarten (Dutch part),2016-01-01,76.6,81.13334038473354,4.0,-5.732582281987359,75.40075810274618
Slovakia,2016-01-01,77.2,81.13334038473354,4.0,-5.14785654478608,75.98548383994746
Slovenia,2016-01-01,81.2,81.13334038473354,4.0,0.14002795195285866,81.2733683366864
Spain,2016-01-01,83.0,81.13334038473354,4.0,1.8126831986099523,82.94602358334349
Sweden,2016-01-01,82.3,81.13334038473354,4.0,3.0259709211553467,84.15931130588889
Switzerland,2016-01-01,83.4,81.13334038473354,4.0,3.7125253393266346,84.84586572406018
Taiwan,2016-01-01,79.8,81.13334038473354,4.0,-2.2247113520183373,78.90862903271521
Ukraine,2016-01-01,74.3,81.13334038473354,4.0,-13.12492288031024,68.0084175044233
United Kingdom,2016-01-01,81.1,81.13334038473354,4.0,2.0399598033290527,83.1733001880626
United States,2016-01-01,78.8,81.13334038473354,4.0,-0.08365330135227556,81.04968708338127
United States Virgin Islands,2016-01-01,75.0,81.13334038473354,4.0,-5.776159785701699,75.35718059903185
Uruguay,2016-01-01,77.6,81.13334038473354,4.0,-1.1907472111002004,79.94259317363334
Vatican,2016-01-01,82.9,81.13334038473354,4.0,3.168339219611692,84.30167960434524
American Samoa,2017-01-01,72.5,81.32854075773007,5.0,-8.18031685175393,73.14822390597614
Andorra,2017-01-01,83.0,81.32854075773007,5.0,3.569322102188311,84.89786285991838
Antigua and Barbuda,2017-01-01,78.3,81.32854075773007,5.0,-6.212825161793972,75.1157155959361
Argentina,2017-01-01,76.8,81.32854075773007,5.0,-1.671013541587975,79.65752721614209
Aruba,2017-01-01,75.9,81.32854075773007,5.0,-6.734242558736878,74.59429819899319
Australia,2017-01-01,83.0,81.32854075773007,5.0,4.9691514945481075,86.29769225227818
Austria,2017-01-01,81.6,81.32854075773007,5.0,2.783233549898015,84.11177430762808
Barbados,2017-01-01,76.9,81.32854075773007,5.0,-6.933906694618621,74.39463406311145
Belarus,2017-01-01,74.5,81.32854075773007,5.0,-13.975245838684497,67.35329491904557
Belgium,2017-01-01,81.4,81.32854075773007,5.0,1.8619338785223218,83.19047463625239
Bermuda,2017-01-01,82.4,81.32854075773007,5.0,-0.6352306350885168,80.69331012264155
Bonaire Sint Eustatius and Saba,2017-01-01,77.3,81.32854075773007,5.0,-6.318502744831413,75.01003801289866
Bulgaria,2017-01-01,74.8,81.32854075773007,5.0,-9.37024549243283,71.95829526529724
Canada,2017-01-01,82.0,81.32854075773007,5.0,2.640985180428595,83.96952593815867
Costa Rica,2017-01-01,79.4,81.32854075773007,5.0,-1.3803539951147084,79.94818676261536
Croatia,2017-01-01,78.1,81.32854075773007,5.0,-3.878130272468585,77.45041048526149
Cuba,2017-01-01,77.5,81.32854075773007,5.0,-2.527266689330413,78.80127406839965
Curacao,2017-01-01,76.1,81.32854075773007,5.0,-6.062931555488405,75.26560920224166
Cyprus,2017-01-01,81.3,81.32854075773007,5.0,0.06451943416182004,81.39306019189189
Czechia,2017-01-01,79.0,81.32854075773007,5.0,-0.9422686724081486,80.38627208532192
Denmark,2017-01-01,81.1,81.32854075773007,5.0,0.002677312331594628,81.33121807006167
Estonia,2017-01-01,78.0,81.32854075773007,5.0,-4.745971204452166,76.5825695532779
Faeroe Islands,2017-01-01,78.0,81.32854075773007,5.0,-6.217615238850696,75.11092551887937
Finland,2017-01-01,81.5,81.32854075773007,5.0,1.5863288824255248,82.91486964015559
France,2017-01-01,82.5,81.32854075773007,5.0,2.966568299715446,84.29510905744552
Germany,2017-01-01,80.9,81.32854075773007,5.0,2.2074274130593516,83.53596817078942
Gibraltar,2017-01-01,81.8,81.32854075773007,5.0,4.0704099619752725,85.39895071970534
Greece,2017-01-01,80.9,81.32854075773007,5.0,0.7917042821888107,82.12024503991888
Guernsey,2017-01-01,82.1,81.32854075773007,5.0,5.145898176827582,86.47443893455765
Hong Kong,2017-01-01,84.9,81.32854075773007,5.0,2.9206251101709837,84.24916586790106
Hungary,2017-01-01,76.0,81.32854075773007,5.0,-6.225832105713782,75.10270865201629
Iceland,2017-01-01,82.5,81.32854075773007,5.0,3.6631698395910486,84.99171059732112
Ireland,2017-01-01,81.9,81.32854075773007,5.0,1.693334340610908,83.02187509834097
Isle of Man,2017-01-01,80.5,81.32854075773007,5.0,2.8301037495907964,84.15864450732086
Israel,2017-01-01,82.7,81.32854075773007,5.0,3.828225334290247,85.15676609202032
Italy,2017-01-01,82.7,81.32854075773007,5.0,3.839058447281608,85.16759920501167
Japan,2017-01-01,84.2,81.32854075773007,5.0,2.7064720732290795,84.03501283095915
Jersey,2017-01-01,80.9,81.32854075773007,5.0,4.203953092342175,85.53249385007224
Latvia,2017-01-01,74.8,81.32854075773007,5.0,-7.778792557477773,73.5497482002523
Liechtenstein,2017-01-01,83.9,81.32854075773007,5.0,6.9095757472740535,88.23811650500411
Lithuania,2017-01-01,75.4,81.32854075773007,5.0,-8.778714021303923,72.54982673642614
Luxembourg,2017-01-01,81.7,81.32854075773007,5.0,3.297690501372413,84.62623125910248
Macao,2017-01-01,84.6,81.32854075773007,5.0,5.189057345571755,86.51759810330182
Malta,2017-01-01,83.6,81.32854075773007,5.0,2.5991463322505073,83.92768708998058
Martinique,2017-01-01,82.3,81.32854075773007,5.0,2.748309662310188,84.07685042004026
Monaco,2017-01-01,85.7,81.32854075773007,5.0,8.035035632444409,89.36357639017447
Montenegro,2017-01-01,76.9,81.32854075773007,5.0,-6.9006429263932,74.42789783133686
Netherlands,2017-01-01,81.7,81.32854075773007,5.0,1.7779791808315082,83.10651993856158
New Zealand,2017-01-01,82.2,81.32854075773007,5.0,3.7606958714210137,85.08923662915109
Northern Mariana Islands,2017-01-01,76.8,81.32854075773007,5.0,0.0702159036538994,81.39875666138397
Norway,2017-01-01,82.6,81.32854075773007,5.0,2.7356968157437533,84.06423757347382
Poland,2017-01-01,77.7,81.32854075773007,5.0,-5.207926959784448,76.12061379794562
Portugal,2017-01-01,81.5,81.32854075773007,5.0,1.0952801175996552,82.42382087532972
Puerto Rico,2017-01-01,79.3,81.32854075773007,5.0,-2.8087559177557857,78.51978483997428
Romania,2017-01-01,76.0,81.32854075773007,5.0,-7.937319949132485,73.39122080859758
Saint Barthlemy,2017-01-01,78.5,81.32854075773007,5.0,-0.14448279443982948,81.18405796329024
Saint Helena,2017-01-01,76.3,81.32854075773007,5.0,-0.1854967767117457,81.14304398101832
Saint Martin (French part),2017-01-01,78.6,81.32854075773007,5.0,-0.8693795484878241,80.45916120924224
Saint Pierre and Miquelon,2017-01-01,77.1,81.32854075773007,5.0,-2.2980682304651125,79.03047252726495
San Marino,2017-01-01,82.9,81.32854075773007,5.0,3.328238712195614,84.65677946992568
Serbia,2017-01-01,76.2,81.32854075773007,5.0,-6.315136391679889,75.01340436605018
Singapore,2017-01-01,83.2,81.32854075773007,5.0,0.7923177771902008,82.12085853492027
Sint Maarten (Dutch part),2017-01-01,75.0,81.32854075773007,5.0,-5.965644909470926,75.36289584825914
Slovakia,2017-01-01,77.2,81.32854075773007,5.0,-5.233991054115989,76.09454970361408
Slovenia,2017-01-01,81.1,81.32854075773007,5.0,0.19212938480521657,81.52067014253528
Spain,2017-01-01,83.0,81.32854075773007,5.0,1.7391487874896079,83.06768954521968
Sweden,2017-01-01,82.4,81.32854075773007,5.0,3.0939719158419585,84.42251267357203
Switzerland,2017-01-01,83.4,81.32854075773007,5.0,3.7858189481503857,85.11435970588045
Taiwan,2017-01-01,80.1,81.32854075773007,5.0,-2.4114776132557765,78.9170631444743
Ukraine,2017-01-01,74.7,81.32854075773007,5.0,-13.481820843091334,67.84671991463873
United Kingdom,2017-01-01,81.2,81.32854075773007,5.0,2.1642921671577158,83.49283292488778
United States,2017-01-01,78.8,81.32854075773007,5.0,-0.05520117221929022,81.27333958551078
United States Virgin Islands,2017-01-01,74.8,81.32854075773007,5.0,-5.862518414293273,75.46602234343679
Uruguay,2017-01-01,77.6,81.32854075773007,5.0,-1.0945465362242204,80.23399422150585
Vatican,2017-01-01,82.7,81.32854075773007,5.0,3.247763371609879,84.57630412933995
American Samoa,2018-01-01,72.5,81.50925145388003,6.0,-8.3535152413689,73.15573621251113
Andorra,2018-01-01,83.0,81.50925145388003,6.0,3.526480698043364,85.03573215192338
Antigua and Barbuda,2018-01-01,78.5,81.50925145388003,6.0,-6.60142403867947,74.90782741520056
Argentina,2018-01-01,77.0,81.50925145388003,6.0,-1.5442762238422614,79.96497523003777
Aruba,2018-01-01,76.1,81.50925145388003,6.0,-7.030666172471108,74.47858528140893
Australia,2018-01-01,83.4,81.50925145388003,6.0,5.180625330512954,86.68987678439298
Austria,2018-01-01,81.7,81.50925145388003,6.0,2.92208157059757,84.4313330244776
Barbados,2018-01-01,77.1,81.50925145388003,6.0,-7.298686210999472,74.21056524288055
Belarus,2018-01-01,74.6,81.50925145388003,6.0,-14.470257139079857,67.03899431480016
Belgium,2018-01-01,81.5,81.50925145388003,6.0,1.9562138796555089,83.46546533353553
Bermuda,2018-01-01,80.8,81.50925145388003,6.0,-0.8242008668882734,80.68505058699175
Bonaire Sint Eustatius and Saba,2018-01-01,75.6,81.50925145388003,6.0,-6.6407744390723025,74.86847701480772
Bulgaria,2018-01-01,74.9,81.50925145388003,6.0,-9.70303953879278,71.80621191508725
Canada,2018-01-01,82.1,81.50925145388003,6.0,2.6917678665860834,84.20101932046612
Costa Rica,2018-01-01,79.5,81.50925145388003,6.0,-1.6160813439601167,79.89317010991991
Croatia,2018-01-01,78.3,81.50925145388003,6.0,-3.985751350381506,77.52350010349852
Cuba,2018-01-01,77.5,81.50925145388003,6.0,-2.676663424491956,78.83258802938806
Curacao,2018-01-01,76.1,81.50925145388003,6.0,-6.245156568708925,75.2640948851711
Cyprus,2018-01-01,81.4,81.50925145388003,6.0,0.05081140930724537,81.56006286318727
Czechia,2018-01-01,79.0,81.50925145388003,6.0,-0.8034819539925961,80.70576949988742
Denmark,2018-01-01,81.0,81.50925145388003,6.0,0.051075347510765035,81.56032680139079
Estonia,2018-01-01,78.1,81.50925145388003,6.0,-4.659649561834254,76.84960189204577
Faeroe Islands,2018-01-01,78.4,81.50925145388003,6.0,-6.7024956088993,74.80675584498073
Finland,2018-01-01,81.6,81.50925145388003,6.0,1.6559135850268194,83.16516503890685
France,2018-01-01,82.6,81.50925145388003,6.0,3.04529137077888,84.55454282465891
Germany,2018-01-01,81.2,81.50925145388003,6.0,2.326095414368813,83.83534686824883
Gibraltar,2018-01-01,82.2,81.50925145388003,6.0,4.209989045856313,85.71924049973634
Greece,2018-01-01,81.4,81.50925145388003,6.0,0.7246815271587184,82.23393298103875
Guernsey,2018-01-01,82.3,81.50925145388003,6.0,5.364337179874599,86.87358863375462
Hong Kong,2018-01-01,85.2,81.50925145388003,6.0,2.8292624367303754,84.3385138906104
Hungary,2018-01-01,76.2,81.50925145388003,6.0,-6.272836320540908,75.23641513333912
Iceland,2018-01-01,82.8,81.50925145388003,6.0,3.7526077472236947,85.26185920110372
Ireland,2018-01-01,82.1,81.50925145388003,6.0,1.822546649542942,83.33179810342297
Isle of Man,2018-01-01,80.6,81.50925145388003,6.0,3.2006478053939733,84.709899259274
Israel,2018-01-01,82.8,81.50925145388003,6.0,3.987346311475409,85.49659776535543
Italy,2018-01-01,83.2,81.50925145388003,6.0,3.939149731812342,85.44840118569236
Japan,2018-01-01,84.3,81.50925145388003,6.0,2.5555795308604656,84.0648309847405
Jersey,2018-01-01,80.8,81.50925145388003,6.0,4.4457970556017266,85.95504850948176
Latvia,2018-01-01,75.0,81.50925145388003,6.0,-7.78489012805016,73.72436132582986
Liechtenstein,2018-01-01,83.1,81.50925145388003,6.0,7.268715060058924,88.77796651393895
Lithuania,2018-01-01,75.7,81.50925145388003,6.0,-8.992000169978095,72.51725128390193
Luxembourg,2018-01-01,81.8,81.50925145388003,6.0,3.5055748092468058,85.01482626312684
Macao,2018-01-01,84.9,81.50925145388003,6.0,5.267009377124725,86.77626083100475
Malta,2018-01-01,83.3,81.50925145388003,6.0,2.7082987081665006,84.21755016204652
Martinique,2018-01-01,82.6,81.50925145388003,6.0,2.8139504797159436,84.32320193359597
Monaco,2018-01-01,86.5,81.50925145388003,6.0,8.355771700536373,89.8650231544164
Montenegro,2018-01-01,77.2,81.50925145388003,6.0,-7.26271743030899,74.24653402357103
